,A,dec,jan,feb,s_bar,sq1,sq2,sq3,num,final
18,21581,0.0,0.125673605862388,0.0841395531910684,0.06993771968448546,0.004891284634665666,0.0031064890080361057,0.00020169207494870187,0.0027331552392168244,0.0390798449184086
19,21582,0.0,0.125673605862388,0.0875838285377977,0.07108581146672856,0.005053192591883277,0.0029798272969827873,0.0002721845672772888,0.002768401485381118,0.038944501416810266
20,21583,0.0085917409885004,0.130556685167201,0.0841395531910684,0.07442932644892326,0.004334587659258485,0.003150280396690229,9.42885033838706e-05,0.002526385519777528,0.03394341505308726
21,21584,0.0,0.130556685167201,0.0875838285377977,0.0727135045683329,0.00528725374660897,0.003345833541793271,0.0002211265349568391,0.0029514046077863602,0.04058949744352869
22,21585,0.0,0.127315234076564,0.0875838285377977,0.0716330208714539,0.0051312896791701505,0.003100508867419338,0.00025442826520869204,0.0028287422705993936,0.03948936169641089
23,21586,0.0,0.127315234076564,0.0875838285377977,0.0716330208714539,0.0051312896791701505,0.003100508867419338,0.00025442826520869204,0.0028287422705993936,0.03948936169641089
24,21587,0.0380017077619425,0.127315234076564,0.0875838285377977,0.0843002567921014,0.0021435556422980282,0.0018502882707828337,1.0781843409135016e-05,0.0013348752521633322,0.015834770888721712
25,21588,0.0,0.120662206119574,0.0875838285377977,0.06941534488579056,0.004818490105613249,0.0026262407863146564,0.00033009379821325076,0.0025916082300470517,0.03733480305127114
26,21589,0.0,0.120662206119574,0.0841395531910684,0.06826725310354746,0.004660417846303811,0.002745231101551628,0.0002519299100683173,0.0025525262859745854,0.037390200571025246
27,21590,0.0,0.118962038132765,0.0875838285377977,0.0688486222235209,0.004740132782077095,0.00251135445409288,0.0003510079556385174,0.002534165063936164,0.036807781798579145
28,21591,0.0,0.118962038132765,0.0841395531910684,0.0677005304412778,0.004583361822030382,0.002627742170804401,0.000270241468968133,0.0024937818206009718,0.03683548421772016
29,21592,0.0,0.118962038132765,0.0841395531910684,0.0677005304412778,0.004583361822030382,0.002627742170804401,0.000270241468968133,0.0024937818206009718,0.03683548421772016
30,21593,0.0,0.118962038132765,0.0841395531910684,0.0677005304412778,0.004583361822030382,0.002627742170804401,0.000270241468968133,0.0024937818206009718,0.03683548421772016
31,21594,0.0,0.120662206119574,0.0841395531910684,0.06826725310354746,0.004660417846303811,0.002745231101551628,0.0002519299100683173,0.0025525262859745854,0.037390200571025246
32,21595,0.0,0.128182395164613,0.0841395531910684,0.07077398278522713,0.005008956639283626,0.003295725811921624,0.0001786384722735,0.0028277736411595838,0.039954988116760806
33,21596,0.0,0.118962038132765,0.103890663821444,0.07428423398473634,0.005518147418699057,0.001996106183489607,0.0008765406876758939,0.0027969314299548524,0.03765175030989154
34,21597,0.0085917409885004,0.118962038132765,0.103890663821444,0.07714814764756979,0.004699980894003694,0.0017484014375078985,0.0007151621713099239,0.002387848167607172,0.030951464687336415
35,21598,0.0515341017582474,0.118962038132765,0.100742363975558,0.09041283462219013,0.0015115558691058204,0.0008150570210882205,0.00010669917666208838,0.0008111040222853763,0.008971115944707989
36,21599,0.0085917409885004,0.120662206119574,0.100742363975558,0.07666543702787747,0.004634028092461502,0.0019357156905080632,0.0005796984112439448,0.00238314739807117,0.031085029844734314
37,21600,0.0171798437505617,0.120662206119574,0.103890663821444,0.08057757123052657,0.004019271849623893,0.0016067779541882382,0.0005435002861526894,0.0020565166966549403,0.025522197619625386
38,21601,0.0085917409885004,0.117246561475203,0.10698695071729,0.0776084177269978,0.004763301668026248,0.0015711824398033794,0.0008630982006616876,0.0023991941028304385,0.030914096345451277
39,21602,0.0085917409885004,0.117246561475203,0.10698695071729,0.0776084177269978,0.004763301668026248,0.0015711824398033794,0.0008630982006616876,0.0023991941028304385,0.030914096345451277
40,21603,0.0085917409885004,0.117246561475203,0.103890663821444,0.07657632209504912,0.004621903268232903,0.0016540683712390192,0.0007460732639462765,0.002340681634472733,0.030566649983103128
41,21604,0.0085917409885004,0.122347345692846,0.103890663821444,0.07827658350093014,0.004855977275982135,0.0019422320801764001,0.0006560811106657356,0.0024847634889414234,0.0317433819644402
42,21605,0.0085917409885004,0.120662206119574,0.10698695071729,0.07874696594178814,0.004921755588246407,0.0017568873591614742,0.0007974967401205772,0.0024920465625094864,0.03164625497256204
43,21606,0.0,0.120662206119574,0.103890663821444,0.074850956647006,0.005602665710971972,0.0020986705782378616,0.0008433045927771061,0.0028482136273289796,0.03805179993571808
44,21607,0.0,0.118962038132765,0.103890663821444,0.07428423398473634,0.005518147418699057,0.001996106183489607,0.0008765406876758939,0.0027969314299548524,0.03765175030989154
45,21608,0.0,0.122347345692846,0.103890663821444,0.07541266983809668,0.005687070772109776,0.002202863797590389,0.0008109961413155666,0.0029003102370052437,0.03845919052106118
46,21609,0.0,0.122347345692846,0.103890663821444,0.07541266983809668,0.005687070772109776,0.002202863797590389,0.0008109961413155666,0.0029003102370052437,0.03845919052106118
47,21610,0.0,0.120662206119574,0.10698695071729,0.07588305227895466,0.005758237623170566,0.002005172618681854,0.0009674524980622799,0.0029102875799715665,0.038352273565288614
48,21611,0.0,0.120662206119574,0.10698695071729,0.07588305227895466,0.005758237623170566,0.002005172618681854,0.0009674524980622799,0.0029102875799715665,0.038352273565288614
49,21612,0.0,0.117246561475203,0.110033162383129,0.07575990795277733,0.005739563653013294,0.0017211424204897944,0.0011746559692476207,0.0028784540142502367,0.03799442333066765
50,21613,0.0,0.117246561475203,0.113031086568531,0.07675921601457801,0.005891977243172649,0.001639225142447991,0.0013156485934827222,0.0029489503263677875,0.038418192361523426
51,21614,0.0,0.118962038132765,0.113031086568531,0.07733104156709868,0.005980089989852343,0.0017331398750505213,0.0012744932131042931,0.0029959076926690527,0.03874133377693562
52,21615,0.0,0.117246561475203,0.115982377725477,0.07774297973356,0.00604397089785272,0.0015605329704186707,0.001462251558784226,0.0030222518090185393,0.03887491602941349
53,21616,0.0,0.117246561475203,0.115982377725477,0.07774297973356,0.00604397089785272,0.0015605329704186707,0.001462251558784226,0.0030222518090185393,0.03887491602941349
54,21617,0.0611994227983152,0.117246561475203,0.118888571296575,0.0991115185233644,0.0014373270022652938,0.0003288797828650308,0.0003911318163943569,0.0007191128671748939,0.007255593274008523
55,21618,0.0,0.117246561475203,0.118888571296575,0.078711710923926,0.006195533436571691,0.0014849347070092537,0.0016141801094033338,0.0030982160843280927,0.03936156447320126
56,21619,0.0,0.135317687900123,0.118888571296575,0.08473541973223266,0.007180091357197643,0.0025585658530083723,0.00116643776177694,0.0036350316573276515,0.04289860920987349
57,21620,0.0,0.140395753019449,0.118888571296575,0.08642810810534134,0.007469817870668569,0.002912506697575212,0.0010536816705894354,0.0038120020796110717,0.04410604562771271
58,21621,0.0,0.149151109681743,0.121751096030317,0.09030073523735334,0.008154222784406587,0.0034633665722448716,0.000989125194007586,0.004202238183553015,0.046536035088834346
59,21622,0.0,0.152902518236625,0.143412889464566,0.09877180256706368,0.009755868982347007,0.0029301343788988928,0.0019928266393903545,0.004892943333545418,0.04953785601131687
60,21623,0.0,0.139962215709404,0.138078189261978,0.09268013499046068,0.008589607421850014,0.002235595157112672,0.002060983331639633,0.004295395303534106,0.0463464506603947
61,21624,0.0,0.139962215709404,0.135452460995067,0.09180489223482367,0.008428138238247588,0.002319127804235366,0.0019051102586801689,0.004217458767054374,0.04593936841913308
62,21625,0.0273848611150019,0.139962215709404,0.138078189261978,0.10180842202879464,0.005538866419089018,0.001455711972222507,0.001315496015149302,0.0027700248021536086,0.027208208780312475
63,21626,0.0,0.139962215709404,0.138078189261978,0.09268013499046068,0.008589607421850014,0.002235595157112672,0.002060983331639633,0.004295395303534106,0.0463464506603947
64,21627,0.0,0.136878545477837,0.138078189261978,0.09165224491327167,0.008400133997642334,0.002045418262756403,0.002155368308669178,0.004200306856355972,0.045828739496022404
65,21628,0.0,0.138426659138574,0.138078189261978,0.092168282800184,0.008494992354334695,0.0021398373814641184,0.002107719511330675,0.004247516415709829,0.04608436098259769
66,21629,0.0,0.139962215709404,0.148230457508622,0.09606422440600866,0.00922833521072799,0.0019270336404729736,0.0027213158761161906,0.004625561575772384,0.04815072004561006
67,21630,0.0085917409885004,0.139962215709404,0.145743344635559,0.09809910044448782,0.008011567396783341,0.0017525204196836592,0.0022699740045384192,0.00401135394033514,0.04089083306737435
68,21631,0.0,0.139962215709404,0.145743344635559,0.09523518678165432,0.009069740801336587,0.0020005071167037572,0.0025510740097949517,0.004540440642611765,0.04767608271742703
69,21632,0.0,0.138426659138574,0.148230457508622,0.09555237221573198,0.009130255836053789,0.0018382044791421812,0.002774980670124994,0.004581146995106988,0.04794383319719127
70,21633,0.0,0.143502287068059,0.150684864437618,0.09806238383522566,0.009616231123447125,0.0020647848058092592,0.0027691254647491583,0.004816713798001848,0.049118873207236916
71,21634,0.0,0.138426659138574,0.150684864437618,0.09637050785873065,0.009287274784949666,0.0017687198604730689,0.0029500493305785235,0.004668681325333753,0.04844512526775893
72,21635,0.0,0.138426659138574,0.150684864437618,0.09637050785873065,0.009287274784949666,0.0017687198604730689,0.0029500493305785235,0.004668681325333753,0.04844512526775893
73,21636,0.0,0.139962215709404,0.145743344635559,0.09523518678165432,0.009069740801336587,0.0020005071167037572,0.0025510740097949517,0.004540440642611765,0.04767608271742703
74,21637,0.0,0.139962215709404,0.145743344635559,0.09523518678165432,0.009069740801336587,0.0020005071167037572,0.0025510740097949517,0.004540440642611765,0.04767608271742703
75,21638,0.0,0.139962215709404,0.143222787767647,0.094395001159017,0.008910416243810821,0.0020763710418810013,0.002384152745097906,0.004456980010263243,0.04721627157729521
76,21639,0.0,0.141485395913058,0.143222787767647,0.09490272789356834,0.009006527761640674,0.0021699449598139853,0.002334828186234546,0.004503766969229735,0.04745666504213268
77,21640,0.0085917409885004,0.141485395913058,0.143222787767647,0.0977666415564018,0.0079521628912951,0.0019113294824976458,0.0020662612283781005,0.003976584534056949,0.04067424707192021
78,21641,0.0,0.141485395913058,0.140668009377,0.094051135096686,0.008845616012975082,0.0022500090991956043,0.0021731329676666004,0.004422919359945762,0.047026751515533906
79,21642,0.0,0.141485395913058,0.140668009377,0.094051135096686,0.008845616012975082,0.0022500090991956043,0.0021731329676666004,0.004422919359945762,0.047026751515533906
80,21643,0.0,0.1474577696199,0.140668009377,0.0960419263323,0.00922405161361894,0.0026435889409750423,0.00199148728791246,0.004619709280835481,0.048100964414765385
81,21644,0.0,0.1474577696199,0.140668009377,0.0960419263323,0.00922405161361894,0.0026435889409750423,0.00199148728791246,0.004619709280835481,0.048100964414765385
82,21645,0.0,0.1474577696199,0.140668009377,0.0960419263323,0.00922405161361894,0.0026435889409750423,0.00199148728791246,0.004619709280835481,0.048100964414765385
83,21646,0.0,0.148921584521438,0.138078189261978,0.09566659126113868,0.009152096683525774,0.0028360943071545266,0.0017987436449847993,0.004595644878555034,0.048038137640029614
84,21647,0.0,0.148921584521438,0.138078189261978,0.09566659126113868,0.009152096683525774,0.0028360943071545266,0.0017987436449847993,0.004595644878555034,0.048038137640029614
85,21648,0.0,0.150373994263659,0.140668009377,0.09701400121355301,0.009411716431463265,0.0028472888583073587,0.001905672428734296,0.00472155923950164,0.048668843470420955
86,21649,0.0,0.150373994263659,0.143222787767647,0.09786559401043533,0.009577674491015356,0.002757132097152739,0.00205727502552924,0.004797360537899111,0.049019888822087694
87,21650,0.0,0.150373994263659,0.143222787767647,0.09786559401043533,0.009577674491015356,0.002757132097152739,0.00205727502552924,0.004797360537899111,0.049019888822087694
88,21651,0.0308649766718109,0.150373994263659,0.143222787767647,0.10815391956770563,0.005973580693964877,0.0017825347073318813,0.0012298255168248582,0.0029953136393738723,0.027694915277654553
89,21652,0.0,0.155439786622483,0.143222787767647,0.09955419146337667,0.009911037037926661,0.0031231997462875293,0.0019069463031853315,0.004980394362466507,0.050026968119154094
90,21653,0.0,0.150373994263659,0.143222787767647,0.09786559401043533,0.009577674491015356,0.002757132097152739,0.00205727502552924,0.004797360537899111,0.049019888822087694
91,21654,0.0,0.150373994263659,0.145743344635559,0.09870577963307266,0.009742830932972702,0.002669604403112336,0.0022125325213631273,0.004874989285816055,0.049389096605469966
92,21655,0.0,0.160504339640639,0.145743344635559,0.10208256142539933,0.010420849347170427,0.0034131041698306536,0.0019062639905245598,0.005246739169175213,0.05139701723696917
93,21656,0.0,0.150373994263659,0.145743344635559,0.09870577963307266,0.009742830932972702,0.002669604403112336,0.0022125325213631273,0.004874989285816055,0.049389096605469966
94,21657,0.0,0.153988614003861,0.145743344635559,0.09991065287980666,0.00998213855886922,0.0029244258793347314,0.002100635633577808,0.005002400023927253,0.05006873521230195
95,21658,0.0,0.16534749381847,0.145743344635559,0.10369694615134299,0.010753056641114528,0.003800790027656699,0.0017678996254934815,0.005440582098088236,0.052466174752608896
96,21659,0.0,0.150373994263659,0.145743344635559,0.09870577963307266,0.009742830932972702,0.002669604403112336,0.0022125325213631273,0.004874989285816055,0.049389096605469966
97,21660,0.0,0.158308486287071,0.135452460995067,0.09792031576071265,0.009588388238677671,0.0036467311395205356,0.0014086619258926675,0.004881260434696958,0.04984931264545008
98,21661,0.0,0.179242273894858,0.132789907964467,0.10401072728644167,0.010818231390654543,0.005659785605094318,0.0008282412404984258,0.005768752745415762,0.05546305555126859
99,21662,0.0,0.153245174834614,0.130089558949599,0.09444491126140435,0.008919841263174542,0.003457470996278926,0.0012705409088155206,0.004549284389422996,0.04816865544858738
100,21663,0.0,0.153245174834614,0.127350383159844,0.09353185266481934,0.008748207462913472,0.0035656808445536908,0.0011436930048429137,0.004485860437436692,0.04796077816946723
101,21664,0.0,0.156072423320192,0.124571284652585,0.09354790265759233,0.00875121009163437,0.003909315684087853,0.0009624502304072356,0.004540992002043154,0.0485418900161158
102,21665,0.0,0.156072423320192,0.124571284652585,0.09354790265759233,0.00875121009163437,0.003909315684087853,0.0009624502304072356,0.004540992002043154,0.0485418900161158
103,21666,0.0,0.157469903419294,0.127350383159844,0.09494009552637935,0.009013621738558035,0.003909976875124813,0.0010504267444839126,0.004658008452722254,0.04906260549767421
104,21667,0.0,0.1546642235737,0.124571284652585,0.093078502742095,0.008663607672710186,0.0037928010103483846,0.0009917953124616863,0.004482734665173419,0.048160794738977795
105,21668,0.0,0.153245174834614,0.124571284652585,0.09260548649573301,0.008575776129111388,0.003677171801836619,0.0010218122518046023,0.004424920060917536,0.04778248274870219
106,21669,0.0,0.153245174834614,0.121751096030317,0.09166542362164366,0.008402549887735387,0.003792065759451322,0.0009051476842820083,0.0043665877771562394,0.04763614899309993
107,21670,0.0,0.153245174834614,0.121751096030317,0.09166542362164366,0.008402549887735387,0.003792065759451322,0.0009051476842820083,0.0043665877771562394,0.04763614899309993
108,21671,0.0,0.176619167577823,0.121751096030317,0.09945675453604667,0.009891646022843441,0.005954037986429694,0.0004970376626631437,0.005447573890645427,0.054773292332508515
109,21672,0.0,0.173865907356243,0.118888571296575,0.097584826217606,0.009522798307920364,0.00581880333967932,0.00045384955438969576,0.0052651504006631265,0.05395460139389172
110,21673,0.0,0.175798978080656,0.164632676925233,0.11347721833529634,0.012877079081116516,0.0038840017377583325,0.0026168809435467254,0.006459320587473858,0.056921738849715256
111,21674,0.0,0.1546642235737,0.115982377725477,0.09021553376639234,0.008138842532755076,0.004153633617878562,0.0006639302476118174,0.004318802132748485,0.04787204544986412
112,21675,0.0,0.153245174834614,0.115982377725477,0.08974251752003033,0.008053719450832952,0.004032587486013446,0.0006885302636013834,0.004258279066815927,0.04744996223072847
113,21676,0.0,0.151815144042663,0.118888571296575,0.09023457177974599,0.008142277944274131,0.0037921668802283434,0.0008210516883104371,0.004251832170937637,0.04711976892089603
114,21677,0.0,0.151815144042663,0.121751096030317,0.09118874669099335,0.00831538752307415,0.0036755600558425368,0.0009340571971388571,0.004308334925351849,0.047246344331842646
115,21678,0.0,0.151815144042663,0.124571284652585,0.09212880956508267,0.008487717551879267,0.0035624585233695943,0.0010525141898032099,0.004367563421684024,0.04740714052750938
116,21679,0.0,0.144495321311888,0.121751096030317,0.088748805780735,0.007876350527506622,0.003107673993865082,0.001089151161717655,0.00402439189436312,0.04534587095522031
117,21680,0.0,0.144495321311888,0.121751096030317,0.088748805780735,0.007876350527506622,0.003107673993865082,0.001089151161717655,0.00402439189436312,0.04534587095522031
118,21681,0.0,0.144495321311888,0.121751096030317,0.088748805780735,0.007876350527506622,0.003107673993865082,0.001089151161717655,0.00402439189436312,0.04534587095522031
119,21682,0.0,0.144495321311888,0.121751096030317,0.088748805780735,0.007876350527506622,0.003107673993865082,0.001089151161717655,0.00402439189436312,0.04534587095522031
120,21683,0.0,0.145982399954432,0.124571284652585,0.09018456153567234,0.00813325513938147,0.003113398772206011,0.001182446726719216,0.004143033546102233,0.04593949868529841
121,21684,0.0,0.142996374658257,0.124571284652585,0.08918921977028066,0.007954716923231422,0.0028952099171386746,0.0012518905153355944,0.004033939118568564,0.04522899885163857
122,21685,0.0,0.146558578033087,0.124571284652585,0.09037662089522401,0.008167933604439041,0.0031564123078406743,0.0011692750294789774,0.004164540313919564,0.04607984092199713
123,21686,0.0,0.141485395913058,0.124571284652585,0.08868556018854767,0.007865128585956511,0.0027878226525352772,0.0012877852203088073,0.003980245486266866,0.04488042334969488
124,21687,0.0,0.141485395913058,0.124571284652585,0.08868556018854767,0.007865128585956511,0.0027878226525352772,0.0012877852203088073,0.003980245486266866,0.04488042334969488
125,21688,0.0,0.145982399954432,0.127350383159844,0.09111092770475866,0.00830120114722176,0.00301087846684667,0.0013132981316811153,0.004208459248583182,0.04619049936820451
126,21689,0.0,0.145982399954432,0.127350383159844,0.09111092770475866,0.00830120114722176,0.00301087846684667,0.0013132981316811153,0.004208459248583182,0.04619049936820451
127,21690,0.0,0.145982399954432,0.127350383159844,0.09111092770475866,0.00830120114722176,0.00301087846684667,0.0013132981316811153,0.004208459248583182,0.04619049936820451
128,21691,0.0,0.1474577696199,0.127350383159844,0.091602717593248,0.008391057870468347,0.003119786836900002,0.0012778955934611936,0.004262913433609847,0.04653697560086432
129,21692,0.0,0.1474577696199,0.127350383159844,0.091602717593248,0.008391057870468347,0.003119786836900002,0.0012778955934611936,0.004262913433609847,0.04653697560086432
130,21693,0.0,0.1474577696199,0.124571284652585,0.09067635142416168,0.008222200707598068,0.0032241294523193235,0.0011488664985592756,0.004198398886158889,0.04630092433384104
131,21694,0.0,0.1474577696199,0.124571284652585,0.09067635142416168,0.008222200707598068,0.0032241294523193235,0.0011488664985592756,0.004198398886158889,0.04630092433384104
132,21695,0.0,0.1474577696199,0.121751096030317,0.08973628855007233,0.008052601482741843,0.003331769376894475,0.00102494789799713,0.004136439585877816,0.046095505538650695
133,21696,0.0,0.1474577696199,0.121751096030317,0.08973628855007233,0.008052601482741843,0.003331769376894475,0.00102494789799713,0.004136439585877816,0.046095505538650695
134,21697,0.0523724595482822,0.1474577696199,0.124571284652585,0.10813383794025573,0.0031093313201728525,0.0015463716027453308,0.0002701896544206644,0.0016419641924462823,0.015184554841690465
135,21698,0.0,0.145982399954432,0.124571284652585,0.09018456153567234,0.00813325513938147,0.003113398772206011,0.001182446726719216,0.004143033546102233,0.04593949868529841
136,21699,0.0,0.145982399954432,0.124571284652585,0.09018456153567234,0.00813325513938147,0.003113398772206011,0.001182446726719216,0.004143033546102233,0.04593949868529841
137,21700,0.0,0.145982399954432,0.00807594937872,0.05135278311105066,0.00263710833325061,0.008954764383925161,0.0018728843378957932,0.004488252351690521,0.08740037208859064
138,21701,0.0,0.1474577696199,0.124571284652585,0.09067635142416168,0.008222200707598068,0.0032241294523193235,0.0011488664985592756,0.004198398886158889,0.04630092433384104
139,21702,0.0,0.1474577696199,0.121751096030317,0.08973628855007233,0.008052601482741843,0.003331769376894475,0.00102494789799713,0.004136439585877816,0.046095505538650695
140,21703,0.0,0.1474577696199,0.121751096030317,0.08973628855007233,0.008052601482741843,0.003331769376894475,0.00102494789799713,0.004136439585877816,0.046095505538650695
141,21704,0.0,0.1474577696199,0.118888571296575,0.088782113638825,0.007882263702177237,0.003442832604809463,0.0009063987926978934,0.004077165033228198,0.04592327064677166
142,21705,0.0,0.1474577696199,0.121751096030317,0.08973628855007233,0.008052601482741843,0.003331769376894475,0.00102494789799713,0.004136439585877816,0.046095505538650695
143,21706,0.0,0.145982399954432,0.121751096030317,0.089244498661583,0.00796458054135729,0.003219189443117075,0.0010566788724929842,0.004080149618989116,0.045718780206958506
144,21707,0.0,0.165752488515523,0.118888571296575,0.09488035327069932,0.009002281436772704,0.005022859554160577,0.0005763945327779817,0.004867178507903754,0.05129806477445761
145,21708,0.0,0.144495321311888,0.133228839971039,0.09257472042764232,0.008570078862256136,0.0026957487961811327,0.0016527574358487865,0.004306195031428686,0.0465158848067434
146,21709,0.0,0.144495321311888,0.133228839971039,0.09257472042764232,0.008570078862256136,0.0026957487961811327,0.0016527574358487865,0.004306195031428686,0.0465158848067434
147,21710,0.08134338237024,0.144495321311888,0.138973753060404,0.12160415224751066,0.0016209295911105445,0.0005240056211339062,0.0003017030323992648,0.0008155460815479051,0.006706564426253793
148,21711,0.0,0.144495321311888,0.118888571296575,0.08779463086948767,0.007707897209509598,0.0032149682966449073,0.0009668331312832555,0.003963232879145921,0.04514208716290999
149,21712,0.0,0.144495321311888,0.118888571296575,0.08779463086948767,0.007707897209509598,0.0032149682966449073,0.0009668331312832555,0.003963232879145921,0.04514208716290999
150,21713,0.0,0.144495321311888,0.121751096030317,0.088748805780735,0.007876350527506622,0.003107673993865082,0.001089151161717655,0.00402439189436312,0.04534587095522031
151,21714,0.0,0.144495321311888,0.121751096030317,0.088748805780735,0.007876350527506622,0.003107673993865082,0.001089151161717655,0.00402439189436312,0.04534587095522031
152,21715,0.0,0.144495321311888,0.10698695071729,0.083827424009726,0.007027037016106386,0.0036805937630656755,0.0005363636773183705,0.0037479981521634773,0.0447108830605199
153,21716,0.0,0.144495321311888,0.10698695071729,0.083827424009726,0.007027037016106386,0.0036805937630656755,0.0005363636773183705,0.0037479981521634773,0.0447108830605199
154,21717,0.0,0.144495321311888,0.114981567841302,0.08649229638439666,0.007480917333846316,0.003364350900739181,0.0008116385881452407,0.0038856356075769125,0.04492464381230011
155,21718,0.0,0.145982399954432,0.11188864538321,0.08595701511254733,0.00738860844705869,0.0036030468254163567,0.0006724494484943485,0.0038880349069897982,0.045232316430474255
156,21719,0.0,0.145982399954432,0.11188864538321,0.08595701511254733,0.00738860844705869,0.0036030468254163567,0.0006724494484943485,0.0038880349069897982,0.045232316430474255
157,21720,0.0085917409885004,0.145982399954432,0.11188864538321,0.0888209287753808,0.00643672257294252,0.0032674337873535007,0.0005321195494991193,0.0034120919699317134,0.03841540520883936
158,21721,0.0,0.145982399954432,0.103890663821444,0.08329102125862532,0.006937394222304776,0.0039302089627810425,0.000424345273715891,0.00376398281960057,0.04519073920240575
159,21722,0.0,0.145982399954432,0.11188864538321,0.08595701511254733,0.00738860844705869,0.0036030468254163567,0.0006724494484943485,0.0038880349069897982,0.045232316430474255
160,21723,0.0,0.145982399954432,0.114981567841302,0.08698798926524466,0.0075669102764103205,0.0034803404925645,0.0007836404414938961,0.0039436304034895725,0.04533534384229315
161,21724,0.0216274082181255,0.145982399954432,0.114981567841302,0.09419712533795316,0.005266363842851807,0.0026817146671041267,0.0004319930501750136,0.002793357186710316,0.029654378269915616
162,21725,0.0,0.144495321311888,0.114981567841302,0.08649229638439666,0.007480917333846316,0.003364350900739181,0.0008116385881452407,0.0038856356075769125,0.04492464381230011
163,21726,0.0,0.144495321311888,0.116741681868893,0.08707900106026034,0.007582752425652822,0.003296633831237468,0.0008798746327548242,0.003919753629881705,0.04501376430775957
164,21727,0.0154397859721572,0.144495321311888,0.108743700307127,0.08955960253039073,0.00549374720662619,0.0030179331980397513,0.0003680296075073775,0.0029599033373911066,0.03304953632846581
165,21728,0.0,0.142996374658257,0.108743700307127,0.08391335832179465,0.007041451704841904,0.003490802819414675,0.0006165458831085584,0.0037162668024550457,0.044286951169368545
166,21729,0.0,0.142996374658257,0.108743700307127,0.08391335832179465,0.007041451704841904,0.003490802819414675,0.0006165458831085584,0.0037162668024550457,0.044286951169368545
167,21730,0.0216274082181255,0.142996374658257,0.108743700307127,0.09112249439450316,0.004829567002662158,0.0026908994536182685,0.0003105068978150893,0.002610324451365172,0.028646323486976846
168,21731,0.0,0.142996374658257,0.0989746662453816,0.08065701363454619,0.00650555384844337,0.0038861959328445523,0.00033553639717124543,0.003575762059486389,0.04433293396762777
169,21732,0.0,0.142996374658257,0.0921575202750134,0.07838463164442346,0.006144150478031951,0.004174677335285666,0.0001896924612306336,0.0035028400915160835,0.04468784273180018
