A,jun,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may
21580,0,0.276434590943675,0,0,0,0.0669144016174814,0,0.0150757992412548,0,0,0.0515300417060205,0.253422761032058
21581,0,0.276434590943675,0,0,0,0.0669144016174814,0,0.0150757992412548,0,0,0.0515300417060205,0.253422761032058
21582,0,0.276434590943675,0,0,0,0.0669144016174814,0,0.0150757992412548,0,0,0.0515300417060205,0.253422761032058
21583,0,0.276434590943675,0,0,0,0.0669144016174814,0,0.0083852077072616,0,0,0.0515300417060205,0.367810975952519
21584,0,0.276434590943675,0,0,0,0.0669144016174814,0,0.0150757992412548,0,0,0.0515300417060205,0.471109175289891
21585,0,0.276434590943675,0,0,0,0.0669144016174814,0,0.0150757992412548,0,0.0539614530501749,0.0515300417060205,0.367810975952519
21586,0,0.276434590943675,0,0,0,0.0669144016174814,0,0.0150757992412548,0.0172968886285854,0.0539614530501749,0.0515300417060205,0.367810975952519
21587,0,0.276434590943675,0,0,0,0.0669144016174814,0,0.0150757992412548,0,0,0.0515300417060205,0.367810975952519
21588,0,0.276434590943675,0,0,0,0.0669144016174814,0,0.0150757992412548,0,0,0.0515300417060205,0.367810975952519
21589,0,0.276434590943675,0,0,0,0.0669144016174814,0,0.0150757992412548,0,0,0.0923754957988959,0.367810975952519
21590,0,0.276434590943675,0,0,0,0.0669144016174814,0,0.0150757992412548,0,0,0.0682024209893784,0.367810975952519
21591,0,0.276434590943675,0,0,0,0.0669144016174814,0,0.0150757992412548,0,0,0.0515300417060205,0.367810975952519
21592,0,0.276434590943675,0,0,0,0.0669144016174814,0,0.0083852077072616,0,0,0.0515300417060205,0.281544065119227
21593,0,0.276434590943675,0,0,0,0.0669144016174814,0,0.0083852077072616,0,0,0.0515300417060205,0.281544065119227
21594,0,0.276434590943675,0,0,0,0.0669144016174814,0,0.0083852077072616,0,0,0.0515300417060205,0.281544065119227
21595,0,0.276434590943675,0,0,0,0.0669144016174814,0,0.0083852077072616,0,0,0.0515300417060205,0.281544065119227
21596,0,0.276434590943675,0.412697251504221,0,0,0.0669144016174814,0,0.0083852077072616,0,0,0.0953460443620514,0.281544065119227
21597,0,0.276434590943675,0,0,0,0.0669144016174814,0,0.0083852077072616,0,0,0.241324149356433,0.281544065119227
21598,0,0.276434590943675,0,0,0,0.0669144016174814,0,0.0083852077072616,0.0172968886285854,0,0.0953460443620514,0.281544065119227
21599,0,0.276434590943675,0,0,0,0.0669144016174814,0,0.0083852077072616,0.0172968886285854,0,0.0953460443620514,0.281544065119227
21600,0,0.276434590943675,0,0,0,0.0669144016174814,0,0.0083852077072616,0,0,0.0953460443620514,0.281544065119227
21601,0,0.276434590943675,0,0,0.298343621995776,0.0669144016174814,0,0.0150757992412548,0,0.18130767005007,0.0953460443620514,0.281544065119227
21602,0,0.276434590943675,0,0.244219050288215,0,0.0669144016174814,0,0.0150757992412548,0,0,0.0953460443620514,0.281544065119227
21603,0,0.276434590943675,0,0,0,0.0669144016174814,0,0.0150757992412548,0,0,0.111926207868241,0.281544065119227
21604,0,0.276434590943675,0,0,0,0.0669144016174814,0,0.0150757992412548,0,0,0.111926207868241,0.281544065119227
21605,0,0.276434590943675,0,0,0,0.0669144016174814,0,0.0150757992412548,0,0,0.0682024209893784,0.281544065119227
21606,0,0.276434590943675,0,0,0,0.0669144016174814,0,0.0150757992412548,0.165567337754084,0,0.0682024209893784,0.281544065119227
21607,0,0.276434590943675,0,0,0,0.0669144016174814,0,0.0150757992412548,0,0,0.0682024209893784,0.281544065119227
21608,0,0.276434590943675,0,0,0,0.0669144016174814,0,0.0150757992412548,0,0,0.0682024209893784,0.281544065119227
21609,0,0.276434590943675,0,0,0,0.0280473614521895,0,0.0150757992412548,0,0,0.0682024209893784,0.281544065119227
21610,0,0.276434590943675,0,0,0,0.0280473614521895,0,0.0150757992412548,0,0,0.0682024209893784,0.281544065119227
21611,0,0.276434590943675,0,0,0,0.0280473614521895,0,0.0150757992412548,0,0,0.0682024209893784,0.281544065119227
21612,0,0.276434590943675,0,0,0,0.0280473614521895,0,0.0150757992412548,0,0,0.0515300417060205,0.281544065119227
21613,0,0.276434590943675,0,0,0,0.0280473614521895,0,0.0083852077072616,0,0,0.0515300417060205,0.281544065119227
21614,0,0.276434590943675,0,0,0,0.0280473614521895,0,0.0083852077072616,0,0,0.0515300417060205,0.281544065119227
21615,0,0.276434590943675,0,0,0,0.0280473614521895,0,0.0083852077072616,0,0,0.0515300417060205,0.288052190880509
21616,0,0.276434590943675,0,0,0,0.0280473614521895,0,0.0083852077072616,0,0,0.0515300417060205,0.288052190880509
21617,0,0.276434590943675,0,0,0,0.0280473614521895,0,0.0083852077072616,0,0,0.0515300417060205,0.288052190880509
21618,0,0.276434590943675,0,0,0,0.0280473614521895,0,0.0083852077072616,0,0,0.0515300417060205,0.288052190880509
21619,0,0.276434590943675,0,0,0,0.0280473614521895,0,0.0083852077072616,0,0,0.0515300417060205,0.288052190880509
21620,0,0.276434590943675,0,0,0,0.0280473614521895,0,0.0083852077072616,0,0,0.0515300417060205,0.288052190880509
21621,0,0.276434590943675,0,0,0,0.0280473614521895,0,0.0083852077072616,0,0,0.0515300417060205,0.288052190880509
21622,0,0.276434590943675,0,0,0,0.0280473614521895,0,0.016766978992176,0,0,0.0515300417060205,0.288052190880509
21623,0,0.276434590943675,0,0,0,0.0280473614521895,0,0.0083852077072616,0,0,0.0515300417060205,0.288052190880509
21624,0,0.276434590943675,0,0,0.230048479280685,0.0280473614521895,0,0.0083852077072616,0,0.253594900440662,0.0515300417060205,0.288052190880509
21625,0,0.276434590943675,0,0,0,0.0280473614521895,0,0.0083852077072616,0.0172968886285854,0,0.0515300417060205,0.288052190880509
21626,0,0.276434590943675,0,0,0,0.0669144016174814,0,0.0083852077072616,0,0,0.0515300417060205,0.288052190880509
21627,0,0.276434590943675,0,0,0,0.0669144016174814,0,0.0083852077072616,0,0,0.0515300417060205,0.288052190880509
21628,0,0.276434590943675,0,0,0,0.0669144016174814,0.007824659954727,0.0083852077072616,0,0,0.0612813378277972,0.288052190880509
21629,0,0.276434590943675,0,0,0,0.0669144016174814,0.007824659954727,0,0.0595927620472033,0,0.0612813378277972,0.288052190880509
21630,0,0.276434590943675,0,0,0,0.0669144016174814,0.007824659954727,0,0,0,0.0612813378277972,0.288052190880509
21631,0,0.276434590943675,0,0,0,0.0669144016174814,0.007824659954727,0,0,0,0.0612813378277972,0.288052190880509
21632,0,0.276434590943675,0,0,0,0.0669144016174814,0,0,0,0,0.0612813378277972,0.288052190880509
21633,0,0.276434590943675,0,0,0,0.0669144016174814,0,0,0,0,0.0612813378277972,0.288052190880509
21634,0,0.276434590943675,0,0,0,0.0669144016174814,0,0,0,0,0.0612813378277972,0.288052190880509
21635,0,0.276434590943675,0,0,0,0.0669144016174814,0,0,0,0,0.0704574451253455,0.288052190880509
21636,0,0.276434590943675,0,0,0,0.0669144016174814,0,0,0,0,0.0704574451253455,0.288052190880509
21637,0,0.276434590943675,0,0,0,0.0669144016174814,0,0,0,0,0.0704574451253455,0.288052190880509
21638,0,0.276434590943675,0,0,0,0.0669144016174814,0,0,0,0,0.0704574451253455,0.288052190880509
21639,0,0.276434590943675,0,0,0,0.0669144016174814,0,0,0,0.0539614530501749,0.0704574451253455,0.288052190880509
21640,0,0.276434590943675,0,0,0,0.0669144016174814,0,0,0,0.0539614530501749,0.0704574451253455,0.288052190880509
21641,0,0.276434590943675,0,0,0,0.0669144016174814,0,0,0,0.0539614530501749,0.0870933061630296,0.288052190880509
21642,0,0.276434590943675,0,0,0,0.0669144016174814,0,0,0,0,0.0874316658527727,0.288052190880509
21643,0,0.276434590943675,0,0,0,0.0831431083872705,0,0,0,0.0539614530501749,0.0791520400624057,0.288052190880509
21644,0,0.276434590943675,0,0,0,0.0831431083872705,0,0,0,0.0539614530501749,0.0791520400624057,0.288052190880509
21645,0,0.276434590943675,0,0,0,0.0831431083872705,0,0,0,0.0539614530501749,0.0791520400624057,0.288052190880509
21646,0,0.276434590943675,0,0,0,0.111752065679032,0,0,0,0.0539614530501749,0.0791520400624057,0.288052190880509
21647,0,0.276434590943675,0,0,0,0.111752065679032,0,0,0,0.0539614530501749,0.0791520400624057,0.288052190880509
21648,0,0.276434590943675,0,0,0,0.111752065679032,0,0,0,0,0.0791520400624057,0.288052190880509
21649,0,0.276434590943675,0,0,0,0.111752065679032,0,0,0,0,0.0791520400624057,0.288052190880509
21650,0,0.276434590943675,0,0,0,0.111752065679032,0,0,0,0,0.0791520400624057,0.288052190880509
21651,0,0.276434590943675,0,0,0,0.111752065679032,0,0,0,0,0.0791520400624057,0.288052190880509
21652,0,0.276434590943675,0,0,0,0.111752065679032,0,0,0,0,0.0791520400624057,0.288052190880509
21653,0,0.276434590943675,0,0,0,0.111752065679032,0,0,0,0,0.0791520400624057,0.288052190880509
21654,0,0.276434590943675,0.217322011273649,0,0,0.111752065679032,0,0,0,0,0.0791520400624057,0.288052190880509
21655,0,0.276434590943675,0.217322011273649,0,0,0.124571284652585,0,0,0,0,0.0791520400624057,0.288052190880509
21656,0,0.276434590943675,0.217322011273649,0,0,0.0980008308996796,0,0,0,0,0.0791520400624057,0.288052190880509
21657,0,0.276434590943675,0.217322011273649,0,0,0.0980008308996796,0,0,0,0,0.0791520400624057,0.281544065119227
21658,0,0.276434590943675,0.217322011273649,0,0,0.0980008308996796,0.007824659954727,0,0,0,0.0791520400624057,0.281544065119227
21659,0,0.276434590943675,0.292285253238629,0,0,0.0980008308996796,0,0,0,0,0.0791520400624057,0.281544065119227
21660,0,0.276434590943675,0.292285253238629,0,0,0.0980008308996796,0,0,0,0,0.0957694595842106,0.281544065119227
21661,0,0.276434590943675,0.292285253238629,0,0,0.0980008308996796,0,0,0,0,0.0791520400624057,0.281544065119227
21662,0,0.276434590943675,0.292285253238629,0,0,0.0980008308996796,0,0,0,0,0.0791520400624057,0.281544065119227
21663,0,0.276434590943675,0.217322011273649,0,0,0.0980008308996796,0,0,0,0,0.0791520400624057,0.281544065119227
21664,0,0.276434590943675,0.217322011273649,0,0,0.0980008308996796,0,0,0,0,0.0791520400624057,0.281544065119227
21665,0,0.276434590943675,0.292285253238629,0,0,0.0980008308996796,0,0,0,0,0.0791520400624057,0.288052190880509
21666,0,0.276434590943675,0.292285253238629,0,0,0.0980008308996796,0,0,0,0,0.0791520400624057,0.288052190880509
21667,0,0.276434590943675,0.292285253238629,0,0,0.0980008308996796,0.111025710689892,0,0,0,0.0791520400624057,0.288052190880509
21668,0,0.276434590943675,0.292285253238629,0,0,0.0980008308996796,0,0,0,0,0.0791520400624057,0.288052190880509
21669,0,0.276434590943675,0.292285253238629,0,0,0.0980008308996796,0,0,0,0,0.0791520400624057,0.288052190880509
21670,0,0.276434590943675,0.292285253238629,0,0,0.0980008308996796,0,0,0,0,0.0791520400624057,0.288052190880509
21671,0,0.276434590943675,0.292285253238629,0,0,0.0980008308996796,0.0140866566187503,0,0,0,0.0791520400624057,0.288052190880509
21672,0,0.276434590943675,0.292285253238629,0,0,0.0980008308996796,0.0140866566187503,0,0,0,0.0791520400624057,0.288052190880509
21673,0,0.276434590943675,0.292285253238629,0,0,0.0980008308996796,0.0140866566187503,0.0083852077072616,0,0,0.0791520400624057,0.288052190880509
21674,0,0.276434590943675,0.292285253238629,0,0,0.0980008308996796,0.0140866566187503,0,0,0,0.0791520400624057,0.288052190880509
21675,0,0.276434590943675,0.292285253238629,0,0,0.0980008308996796,0.0140866566187503,0,0,0,0.0791520400624057,0.288052190880509
21676,0,0.276434590943675,0.292285253238629,0,0,0.0980008308996796,0.0140866566187503,0,0,0,0.0791520400624057,0.288052190880509
21677,0,0.276434590943675,0.292285253238629,0,0,0.0980008308996796,0.0140866566187503,0,0,0,0.0791520400624057,0.288052190880509
21678,0,0.276434590943675,0.292285253238629,0,0,0.0980008308996796,0.0140866566187503,0,0,0,0.0791520400624057,0.288052190880509
21679,0,0,0.292285253238629,0,0,0.0980008308996796,0.0140866566187503,0,0,0,0.0791520400624057,0.288052190880509
21680,0,0,0.292285253238629,0,0,0.0980008308996796,0.0140866566187503,0,0,0,0.0791520400624057,0.288052190880509
21681,0,0,0.292285253238629,0,0,0.0980008308996796,0.0140866566187503,0,0,0,0.0791520400624057,0.288052190880509
21682,0,0,0.292285253238629,0,0,0.0980008308996796,0.0140866566187503,0,0,0.0539614530501749,0.0791520400624057,0.288052190880509
21683,0,0,0.292285253238629,0,0,0.0980008308996796,0.0219054642020387,0,0,0,0.0791520400624057,0.288052190880509
21684,0,0,0.292285253238629,0,0,0.0980008308996796,0.0219054642020387,0,0,0,0.0791520400624057,0.288052190880509
21685,0,0,0.292285253238629,0,0,0.0980008308996796,0.0219054642020387,0,0,0,0.0791520400624057,0.288052190880509
21686,0,0,0.292285253238629,0,0,0.0980008308996796,0.0219054642020387,0,0,0,0.0791520400624057,0.288052190880509
21687,0,0,0.292285253238629,0,0,0.0831431083872705,0.0197570088320101,0,0,0,0.0791520400624057,0.288052190880509
21688,0,0,0.292285253238629,0,0,0.0831431083872705,0.0197570088320101,0,0,0,0.0791520400624057,0.288052190880509
21689,0,0,0.292285253238629,0,0,0.0831431083872705,0.0197570088320101,0,0,0,0.0791520400624057,0.288052190880509
21690,0,0,0.292285253238629,0,0,0.0831431083872705,0.0591915007337734,0,0,0,0.0791520400624057,0.299600870642393
21691,0,0,0.292285253238629,0,0,0.0831431083872705,0.0275728787742634,0,0,0,0.0791520400624057,0.299600870642393
21692,0,0,0.292285253238629,0,0,0.0831431083872705,0.0197570088320101,0,0.0172968886285854,0,0.0791520400624057,0.299600870642393
21693,0,0,0.292285253238629,0,0,0.0831431083872705,0.0197570088320101,0,0.0172968886285854,0,0.0791520400624057,0
21694,0,0,0.292285253238629,0,0,0.0831431083872705,0.0197570088320101,0,0.0172968886285854,0,0.0791520400624057,0
21695,0,0,0.292285253238629,0,0,0.0831431083872705,0.0197570088320101,0,0.0172968886285854,0,0.0791520400624057,0
21696,0,0,0.292285253238629,0,0,0.0831431083872705,0.0197570088320101,0,0.0172968886285854,0,0.0791520400624057,0
21697,0,0,0.292285253238629,0,0,0.0831431083872705,0.0197570088320101,0,0.0172968886285854,0,0.0791520400624057,0
21698,0,0,0.292285253238629,0,0,0.0831431083872705,0.0197570088320101,0,0.0172968886285854,0,0.0791520400624057,0
21699,0,0,0.292285253238629,0,0,0.0831431083872705,0.0197570088320101,0.0150757992412548,0.0172968886285854,0,0.0791520400624057,0
21700,0,0,0.292285253238629,0,0,0.0831431083872705,0.0197570088320101,0.0083852077072616,0.0172968886285854,0,0.0791520400624057,0
21701,0,0,0.292285253238629,0,0,0.0831431083872705,0.0197570088320101,0,0.0172968886285854,0,0.0791520400624057,0
21702,0,0,0.292285253238629,0,0,0.0831431083872705,0.0197570088320101,0,0.0172968886285854,0,0.0953460443620514,0
21703,0,0,0.292285253238629,0,0,0.0831431083872705,0.0197570088320101,0,0.0172968886285854,0,0.124017726028948,0
21704,0,0,0.292285253238629,0,0,0.0831431083872705,0.0197570088320101,0,0.0172968886285854,0,0.0167440005411062,0
21705,0,0,0.292285253238629,0,0,0.124571284652585,0.0197570088320101,0,0.0172968886285854,0,0.124017726028948,0
21706,0,0,0.292285253238629,0,0,0.26750001113205,0.0197570088320101,0,0.0172968886285854,0,0.124017726028948,0
21707,0,0,0.292285253238629,0,0,0.124571284652585,0.0197570088320101,0,0.0172968886285854,0,0.0515300417060205,0
21708,0,0,0.292285253238629,0,0,0.124571284652585,0.0275728787742634,0,0.0172968886285854,0.0539614530501749,0.0515300417060205,0
21709,0,0,0.292285253238629,0,0,0.0980008308996796,0.0197570088320101,0,0.0172968886285854,0.0539614530501749,0.0612813378277972,0
21710,0,0,0.292285253238629,0,0,0.111752065679032,0.0197570088320101,0,0.0172968886285854,0.0539614530501749,0.0612813378277972,0.0913249255916541
21711,0,0,0.292285253238629,0,0,0.111752065679032,0.0197570088320101,0,0.0172968886285854,0.0539614530501749,0.0612813378277972,0
21712,0,0,0.292285253238629,0,0,0.111752065679032,0.0197570088320101,0,0.0172968886285854,0.0539614530501749,0.0612813378277972,0
21713,0,0,0.292285253238629,0,0,0.111752065679032,0.0197570088320101,0,0.0172968886285854,0.0539614530501749,0.0612813378277972,0
21714,0,0,0.292285253238629,0,0,0.0980008308996796,0.0197570088320101,0,0.0172968886285854,0.0539614530501749,0.0612813378277972,0
21715,0,0,0.292285253238629,0,0,0.0980008308996796,0.0197570088320101,0,0.0172968886285854,0.0539614530501749,0.0612813378277972,0
21716,0,0,0.292285253238629,0,0,0.0980008308996796,0.0197570088320101,0,0.0172968886285854,0.0539614530501749,0.0612813378277972,0
21717,0,0,0.292285253238629,0,0,0.0980008308996796,0.0197570088320101,0,0.0172968886285854,0,0.0612813378277972,0
21718,0,0,0.292285253238629,0,0,0.0980008308996796,0.0197570088320101,0,0.0172968886285854,0,0.0515300417060205,0
21719,0,0,0.292285253238629,0,0,0.0980008308996796,0.0197570088320101,0.187771050520606,0.0172968886285854,0,0.0577521831146375,0
21720,0,0,0.292285253238629,0,0,0.0980008308996796,0.0197570088320101,0,0.0172968886285854,0,0.0410617239189515,0
21721,0,0,0.292285253238629,0,0,0.0980008308996796,0.0197570088320101,0,0.0172968886285854,0,0.0410617239189515,0
21722,0,0,0.292285253238629,0,0,0.0980008308996796,0.0197570088320101,0,0.0172968886285854,0,0.0410617239189515,0
21723,0,0,0.292285253238629,0,0,0.0980008308996796,0.0197570088320101,0,0.0172968886285854,0,0.0410617239189515,0
21724,0,0,0.292285253238629,0,0,0.0980008308996796,0.0219054642020387,0,0.0172968886285854,0,0.0410617239189515,0
21725,0,0,0.292285253238629,0,0,0.0980008308996796,0.0140866566187503,0,0.0172968886285854,0,0.0410617239189515,0
21726,0,0,0.292285253238629,0,0,0.0980008308996796,0.0219054642020387,0,0.0172968886285854,0,0.0410617239189515,0
21727,0,0,0.292285253238629,0,0,0.0980008308996796,0.0219054642020387,0,0.0172968886285854,0,0.0410617239189515,0
21728,0,0,0.292285253238629,0,0,0.0980008308996796,0.007824659954727,0,0.0172968886285854,0,0.0515300417060205,0
21729,0,0,0.292285253238629,0,0,0.167008565637572,0.007824659954727,0,0.0172968886285854,0,0.0515300417060205,0
21730,0,0,0.292285253238629,0,0,0.0980008308996796,0.007824659954727,0,0.0172968886285854,0,0.0515300417060205,0
21731,0,0,0.292285253238629,0,0,0.0980008308996796,0.007824659954727,0,0.0172968886285854,0,0.0515300417060205,0
21732,0,0,0.292285253238629,0,0,0.0980008308996796,0.0156463975289263,0,0.0345746029658261,0,0.0515300417060205,0
21733,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0.0172968886285854,0,0.0515300417060205,0
21734,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0.0172968886285854,0,0.0515300417060205,0
21735,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0.0172968886285854,0,0.0515300417060205,0
21736,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0.0172968886285854,0,0.0515300417060205,0
21737,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0.0172968886285854,0,0.0515300417060205,0
21738,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0.0172968886285854,0,0.0515300417060205,0
21739,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0.0172968886285854,0,0.0682024209893784,0
21740,0.217322011273649,0,0.292285253238629,0,0,0.0980008308996796,0.007824659954727,0,0.0172968886285854,0,0.0515300417060205,0
21741,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0.0172968886285854,0,0.0515300417060205,0
21742,0,0,0.292285253238629,0,0,0.0980008308996796,0,0.0445476404501689,0.0172968886285854,0,0.0515300417060205,0
21743,0.412697251504221,0,0.292285253238629,0,0,0.0980008308996796,0,0,0.0172968886285854,0,0.0515300417060205,0
21744,0.412697251504221,0,0.292285253238629,0,0,0.0980008308996796,0,0,0.0172968886285854,0,0.0515300417060205,0
21745,0.292285253238629,0,0.292285253238629,0,0,0.0980008308996796,0,0,0.0172968886285854,0,0.0515300417060205,0
21746,0.412697251504221,0,0.458146007804834,0.244219050288215,0,0.0980008308996796,0,0,0.0172968886285854,0,0.0515300417060205,0
21747,0.412697251504221,0.276434590943675,0.292285253238629,0,0,0.0980008308996796,0,0,0.0172968886285854,0,0.0515300417060205,0
21748,0.412697251504221,0.276434590943675,0.292285253238629,0,0,0.0980008308996796,0,0,0.0172968886285854,0,0.0515300417060205,0
21749,0,0.276434590943675,0.217322011273649,0.451544993495972,0,0.0980008308996796,0,0,0.0172968886285854,0,0.0515300417060205,0
21750,0,0.276434590943675,0.217322011273649,0.301029995663981,0,0.0980008308996796,0,0,0.0172968886285854,0,0.0515300417060205,0
21751,0,0,0.217322011273649,0.301029995663981,0,0.0980008308996796,0,0,0.0172968886285854,0,0.0515300417060205,0.144624881613897
21752,0,0,0.217322011273649,0.301029995663981,0,0.0980008308996796,0,0,0.0172968886285854,0,0.0410617239189515,0
21753,0,0,0.217322011273649,0.301029995663981,0,0.0980008308996796,0,0,0.0172968886285854,0,0.0410617239189515,0
21754,0,0,0.217322011273649,0.301029995663981,0,0.0980008308996796,0,0,0.0172968886285854,0,0.0410617239189515,0.144624881613897
21755,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0.0172968886285854,0,0.0515300417060205,0.144624881613897
21756,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0.0172968886285854,0,0.0515300417060205,0.144624881613897
21757,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0.0172968886285854,0,0.0515300417060205,0.144624881613897
21758,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0.0172968886285854,0,0.0515300417060205,0.144624881613897
21759,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0.0172968886285854,0,0.0515300417060205,0.144624881613897
21760,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0.0172968886285854,0,0.0515300417060205,0
21761,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0.0172968886285854,0,0.0515300417060205,0
21762,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0.0172968886285854,0,0.0515300417060205,0
21763,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0.0172968886285854,0,0.0515300417060205,0
21764,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0.0172968886285854,0,0.0612813378277972,0
21765,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0.0172968886285854,0,0.0612813378277972,0
21766,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0.0172968886285854,0,0.0612813378277972,0
21767,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0.0172968886285854,0,0.0612813378277972,0
21768,0,0,0.292285253238629,0,0.151495854335375,0.0980008308996796,0,0,0.0172968886285854,0.389699457123874,0.0515300417060205,0
21769,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0.0172968886285854,0,0.0515300417060205,0
21770,0,0,0.292285253238629,0,0,0.0980008308996796,0,0.0083852077072616,0.0172968886285854,0,0.0515300417060205,0
21771,0,0,0.292285253238629,0,0.368579454591567,0.0980008308996796,0,0,0.0172968886285854,0.401955432483097,0.0515300417060205,0
21772,0,0,0.292285253238629,0,0.368579454591567,0.0980008308996796,0,0,0.0172968886285854,0.411704722300932,0.0515300417060205,0
21773,0,0,0.292285253238629,0,0.276434590943675,0.0980008308996796,0,0,0.160512727236903,0.414858341523106,0.0515300417060205,0
21774,0,0,0.292285253238629,0,0.276434590943675,0.0980008308996796,0,0,0.0172968886285854,0.42722753538366,0.0515300417060205,0
21775,0,0,0.292285253238629,0,0.276434590943675,0.0980008308996796,0,0,0.0172968886285854,0.437566524224587,0.0515300417060205,0
21776,0,0,0.292285253238629,0,0.276434590943675,0.0980008308996796,0,0,0.327620100770151,0.437566524224587,0.0515300417060205,0
21777,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0.312163203721576,0,0.0810218243970783,0
21778,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0.315569719803764,0,0.0515300417060205,0
21779,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0.315569719803764,0,0.0515300417060205,0
21780,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0.331491557925046,0,0.0515300417060205,0
21781,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0.388958227516398,0,0.0515300417060205,0
21782,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0,0,0.0515300417060205,0
21783,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0,0,0.0515300417060205,0
21784,0,0,0.292285253238629,0,0,0.0980008308996796,0,0.0083852077072616,0,0,0.0515300417060205,0
21785,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0,0,0.0810218243970783,0
21786,0,0,0.292285253238629,0,0,0.0980008308996796,0,0.0083852077072616,0,0,0.0515300417060205,0
21787,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0,0,0.0515300417060205,0
21788,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0,0,0.0515300417060205,0
21789,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0,0,0.0515300417060205,0
21790,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0,0,0.0515300417060205,0.0539614530501749
21791,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0,0,0.0296354918504876,0
21792,0,0,0.292285253238629,0,0,0.111752065679032,0,0,0,0,0.0296354918504876,0
21793,0,0,0.292285253238629,0,0,0.111752065679032,0,0,0,0,0.0296354918504876,0
21794,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0,0,0.0296354918504876,0
21795,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0,0,0.0296354918504876,0
21796,0,0,0.292285253238629,0,0,0.0980008308996796,0,0,0,0,0.0296354918504876,0
