,A,feb,mar,apr,s_bar,sq1,sq2,sq3,num,final
55,21618,0,0,0.0515300417060205,0.0171766805686735,0.000295038355358246,0.000295038355358246,0.00118015342143298,0.000590076710716491,0.034353361137347
56,21619,0,0,0.0515300417060205,0.0171766805686735,0.000295038355358246,0.000295038355358246,0.00118015342143298,0.000590076710716491,0.034353361137347
57,21620,0,0,0.0515300417060205,0.0171766805686735,0.000295038355358246,0.000295038355358246,0.00118015342143298,0.000590076710716491,0.034353361137347
58,21621,0,0,0.0515300417060205,0.0171766805686735,0.000295038355358246,0.000295038355358246,0.00118015342143298,0.000590076710716491,0.034353361137347
59,21622,0,0,0.0515300417060205,0.0171766805686735,0.000295038355358246,0.000295038355358246,0.00118015342143298,0.000590076710716491,0.034353361137347
60,21623,0,0,0.0515300417060205,0.0171766805686735,0.000295038355358246,0.000295038355358246,0.00118015342143298,0.000590076710716491,0.034353361137347
61,21624,0,0.253594900440662,0.0515300417060205,0.101708314048894,0.0103445811466685,0.0230695351257439,0.0025178590153156,0.0119773250959093,0.117761514463326
62,21625,0.0172968886285854,0,0.0515300417060205,0.0229423101115353,3.18707837201522E-05,0.000526349593253855,0.000817258397718327,0.000458492924897445,0.0199846014925461
63,21626,0,0,0.0515300417060205,0.0171766805686735,0.000295038355358246,0.000295038355358246,0.00118015342143298,0.000590076710716491,0.034353361137347
64,21627,0,0,0.0515300417060205,0.0171766805686735,0.000295038355358246,0.000295038355358246,0.00118015342143298,0.000590076710716491,0.034353361137347
65,21628,0,0,0.0612813378277972,0.0204271126092657,0.000417266929551623,0.000417266929551623,0.00166906771820649,0.000834533859103246,0.0408542252185315
66,21629,0.0595927620472033,0,0.0612813378277972,0.0402913666250002,0.000372543865244244,0.00162339422451018,0.000440578891094249,0.000812172326949557,0.020157477767101
67,21630,0,0,0.0612813378277972,0.0204271126092657,0.000417266929551623,0.000417266929551623,0.00166906771820649,0.000834533859103246,0.0408542252185315
68,21631,0,0,0.0612813378277972,0.0204271126092657,0.000417266929551623,0.000417266929551623,0.00166906771820649,0.000834533859103246,0.0408542252185315
69,21632,0,0,0.0612813378277972,0.0204271126092657,0.000417266929551623,0.000417266929551623,0.00166906771820649,0.000834533859103246,0.0408542252185315
70,21633,0,0,0.0612813378277972,0.0204271126092657,0.000417266929551623,0.000417266929551623,0.00166906771820649,0.000834533859103246,0.0408542252185315
71,21634,0,0,0.0612813378277972,0.0204271126092657,0.000417266929551623,0.000417266929551623,0.00166906771820649,0.000834533859103246,0.0408542252185315
72,21635,0,0,0.0704574451253455,0.0234858150417818,0.000551583508176786,0.000551583508176786,0.00220633403270714,0.00110316701635357,0.0469716300835637
73,21636,0,0,0.0704574451253455,0.0234858150417818,0.000551583508176786,0.000551583508176786,0.00220633403270714,0.00110316701635357,0.0469716300835637
74,21637,0,0,0.0704574451253455,0.0234858150417818,0.000551583508176786,0.000551583508176786,0.00220633403270714,0.00110316701635357,0.0469716300835637
75,21638,0,0,0.0704574451253455,0.0234858150417818,0.000551583508176786,0.000551583508176786,0.00220633403270714,0.00110316701635357,0.0469716300835637
76,21639,0,0.0539614530501749,0.0704574451253455,0.0414729660585068,0.00172000691369006,0.000155962307341063,0.000840100026776011,0.00090535641593571,0.0218300377807197
77,21640,0,0.0539614530501749,0.0704574451253455,0.0414729660585068,0.00172000691369006,0.000155962307341063,0.000840100026776011,0.00090535641593571,0.0218300377807197
78,21641,0,0.0539614530501749,0.0870933061630296,0.0470182530710682,0.00221071612185501,4.82080259498678E-05,0.00160600988032353,0.00128831134270947,0.0274002383874659
79,21642,0,0,0.0874316658527727,0.0291438886175909,0.000849366243754544,0.000849366243754544,0.00339746497501818,0.00169873248750909,0.0582877772351818
80,21643,0,0.0539614530501749,0.0791520400624057,0.0443711643708602,0.00196880022762589,9.19736369525918E-05,0.00120970931387074,0.00109016105948308,0.0245691334663062
81,21644,0,0.0539614530501749,0.0791520400624057,0.0443711643708602,0.00196880022762589,9.19736369525918E-05,0.00120970931387074,0.00109016105948308,0.0245691334663062
82,21645,0,0.0539614530501749,0.0791520400624057,0.0443711643708602,0.00196880022762589,9.19736369525918E-05,0.00120970931387074,0.00109016105948308,0.0245691334663062
83,21646,0,0.0539614530501749,0.0791520400624057,0.0443711643708602,0.00196880022762589,9.19736369525918E-05,0.00120970931387074,0.00109016105948308,0.0245691334663062
84,21647,0,0.0539614530501749,0.0791520400624057,0.0443711643708602,0.00196880022762589,9.19736369525918E-05,0.00120970931387074,0.00109016105948308,0.0245691334663062
85,21648,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
86,21649,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
87,21650,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
88,21651,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
89,21652,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
90,21653,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
91,21654,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
92,21655,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
93,21656,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
94,21657,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
95,21658,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
96,21659,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
97,21660,0,0,0.0957694595842106,0.0319231531947369,0.00101908770989464,0.00101908770989464,0.00407635083957855,0.00203817541978928,0.0638463063894737
98,21661,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
99,21662,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
100,21663,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
101,21664,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
102,21665,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
103,21666,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
104,21667,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
105,21668,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
106,21669,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
107,21670,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
108,21671,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
109,21672,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
110,21673,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
111,21674,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
112,21675,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
113,21676,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
114,21677,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
115,21678,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
116,21679,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
117,21680,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
118,21681,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
119,21682,0,0.0539614530501749,0.0791520400624057,0.0443711643708602,0.00196880022762589,9.19736369525918E-05,0.00120970931387074,0.00109016105948308,0.0245691334663062
120,21683,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
121,21684,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
122,21685,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
123,21686,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
124,21687,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
125,21688,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
126,21689,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
127,21690,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
128,21691,0,0,0.0791520400624057,0.0263840133541352,0.000696116160671186,0.000696116160671186,0.00278446464268475,0.00139223232134237,0.0527680267082705
129,21692,0.0172968886285854,0,0.0791520400624057,0.032149642896997,0.00022060430935782,0.00103359953840443,0.00220922533929482,0.00115447639568569,0.0359094624902824
130,21693,0.0172968886285854,0,0.0791520400624057,0.032149642896997,0.00022060430935782,0.00103359953840443,0.00220922533929482,0.00115447639568569,0.0359094624902824
131,21694,0.0172968886285854,0,0.0791520400624057,0.032149642896997,0.00022060430935782,0.00103359953840443,0.00220922533929482,0.00115447639568569,0.0359094624902824
132,21695,0.0172968886285854,0,0.0791520400624057,0.032149642896997,0.00022060430935782,0.00103359953840443,0.00220922533929482,0.00115447639568569,0.0359094624902824
133,21696,0.0172968886285854,0,0.0791520400624057,0.032149642896997,0.00022060430935782,0.00103359953840443,0.00220922533929482,0.00115447639568569,0.0359094624902824
134,21697,0.0172968886285854,0,0.0791520400624057,0.032149642896997,0.00022060430935782,0.00103359953840443,0.00220922533929482,0.00115447639568569,0.0359094624902824
135,21698,0.0172968886285854,0,0.0791520400624057,0.032149642896997,0.00022060430935782,0.00103359953840443,0.00220922533929482,0.00115447639568569,0.0359094624902824
136,21699,0.0172968886285854,0,0.0791520400624057,0.032149642896997,0.00022060430935782,0.00103359953840443,0.00220922533929482,0.00115447639568569,0.0359094624902824
137,21700,0.0172968886285854,0,0.0791520400624057,0.032149642896997,0.00022060430935782,0.00103359953840443,0.00220922533929482,0.00115447639568569,0.0359094624902824
138,21701,0.0172968886285854,0,0.0791520400624057,0.032149642896997,0.00022060430935782,0.00103359953840443,0.00220922533929482,0.00115447639568569,0.0359094624902824
139,21702,0.0172968886285854,0,0.0953460443620514,0.0375476443302123,0.000410093106486973,0.00140982559474812,0.0033406550462405,0.00172019124915853,0.0458135598076495
140,21703,0.0172968886285854,0,0.124017726028948,0.0471048715525111,0.000888515845993048,0.00221886892397857,0.00591558718371356,0.00300765731789506,0.0638502392378294
141,21704,0.0172968886285854,0,0.0167440005411062,0.0113469630565639,3.54016143125958E-05,0.000128753570607025,2.9128013609555E-05,6.44277328430587E-05,0.00567797149967711
142,21705,0.0172968886285854,0,0.124017726028948,0.0471048715525111,0.000888515845993048,0.00221886892397857,0.00591558718371356,0.00300765731789506,0.0638502392378294
143,21706,0.0172968886285854,0,0.124017726028948,0.0471048715525111,0.000888515845993048,0.00221886892397857,0.00591558718371356,0.00300765731789506,0.0638502392378294
144,21707,0.0172968886285854,0,0.0515300417060205,0.0229423101115353,3.18707837201522E-05,0.000526349593253855,0.000817258397718327,0.000458492924897445,0.0199846014925461
145,21708,0.0172968886285854,0.0539614530501749,0.0515300417060205,0.0409294611282603,0.000558498482952389,0.000169832813452848,0.000112372308585587,0.000280234534996941,0.00684676825132814
146,21709,0.0172968886285854,0.0539614530501749,0.0612813378277972,0.0441798931688525,0.000722695933112021,9.5678913711896E-05,0.000292459409422948,0.000370278085415622,0.00838114487965022
147,21710,0.0172968886285854,0.0539614530501749,0.0612813378277972,0.0441798931688525,0.000722695933112021,9.5678913711896E-05,0.000292459409422948,0.000370278085415622,0.00838114487965022
148,21711,0.0172968886285854,0.0539614530501749,0.0612813378277972,0.0441798931688525,0.000722695933112021,9.5678913711896E-05,0.000292459409422948,0.000370278085415622,0.00838114487965022
149,21712,0.0172968886285854,0.0539614530501749,0.0612813378277972,0.0441798931688525,0.000722695933112021,9.5678913711896E-05,0.000292459409422948,0.000370278085415622,0.00838114487965022
150,21713,0.0172968886285854,0.0539614530501749,0.0612813378277972,0.0441798931688525,0.000722695933112021,9.5678913711896E-05,0.000292459409422948,0.000370278085415622,0.00838114487965022
151,21714,0.0172968886285854,0.0539614530501749,0.0612813378277972,0.0441798931688525,0.000722695933112021,9.5678913711896E-05,0.000292459409422948,0.000370278085415622,0.00838114487965022
152,21715,0.0172968886285854,0.0539614530501749,0.0612813378277972,0.0441798931688525,0.000722695933112021,9.5678913711896E-05,0.000292459409422948,0.000370278085415622,0.00838114487965022
153,21716,0.0172968886285854,0.0539614530501749,0.0612813378277972,0.0441798931688525,0.000722695933112021,9.5678913711896E-05,0.000292459409422948,0.000370278085415622,0.00838114487965022
154,21717,0.0172968886285854,0,0.0612813378277972,0.0261927421521275,7.9136209912317E-05,0.000686059741447838,0.00123120954649062,0.000665468499283593,0.02540659910362
155,21718,0.0172968886285854,0,0.0515300417060205,0.0229423101115353,3.18707837201522E-05,0.000526349593253855,0.000817258397718327,0.000458492924897445,0.0199846014925461
156,21719,0.0172968886285854,0,0.0577521831146375,0.025016357247741,5.95901957621276E-05,0.000625818129946602,0.00107163429518777,0.000585680873632167,0.0234119167643825
157,21720,0.0172968886285854,0,0.0410617239189515,0.019452870849179,4.64825933551556E-06,0.000378414184274837,0.000466942530991018,0.00028333499153379,0.0145652019041574
158,21721,0.0172968886285854,0,0.0410617239189515,0.019452870849179,4.64825933551556E-06,0.000378414184274837,0.000466942530991018,0.00028333499153379,0.0145652019041574
159,21722,0.0172968886285854,0,0.0410617239189515,0.019452870849179,4.64825933551556E-06,0.000378414184274837,0.000466942530991018,0.00028333499153379,0.0145652019041574
160,21723,0.0172968886285854,0,0.0410617239189515,0.019452870849179,4.64825933551556E-06,0.000378414184274837,0.000466942530991018,0.00028333499153379,0.0145652019041574
161,21724,0.0172968886285854,0,0.0410617239189515,0.019452870849179,4.64825933551556E-06,0.000378414184274837,0.000466942530991018,0.00028333499153379,0.0145652019041574
162,21725,0.0172968886285854,0,0.0410617239189515,0.019452870849179,4.64825933551556E-06,0.000378414184274837,0.000466942530991018,0.00028333499153379,0.0145652019041574
163,21726,0.0172968886285854,0,0.0410617239189515,0.019452870849179,4.64825933551556E-06,0.000378414184274837,0.000466942530991018,0.00028333499153379,0.0145652019041574
164,21727,0.0172968886285854,0,0.0410617239189515,0.019452870849179,4.64825933551556E-06,0.000378414184274837,0.000466942530991018,0.00028333499153379,0.0145652019041574
165,21728,0.0172968886285854,0,0.0515300417060205,0.0229423101115353,3.18707837201522E-05,0.000526349593253855,0.000817258397718327,0.000458492924897445,0.0199846014925461
166,21729,0.0172968886285854,0,0.0515300417060205,0.0229423101115353,3.18707837201522E-05,0.000526349593253855,0.000817258397718327,0.000458492924897445,0.0199846014925461
167,21730,0.0172968886285854,0,0.0515300417060205,0.0229423101115353,3.18707837201522E-05,0.000526349593253855,0.000817258397718327,0.000458492924897445,0.0199846014925461
168,21731,0.0172968886285854,0,0.0515300417060205,0.0229423101115353,3.18707837201522E-05,0.000526349593253855,0.000817258397718327,0.000458492924897445,0.0199846014925461
169,21732,0.0345746029658261,0,0.0515300417060205,0.0287015482239489,3.44927720010867E-05,0.000823778870451662,0.000521140114660987,0.000459803919037912,0.0160201782653051
170,21733,0.0172968886285854,0,0.0515300417060205,0.0229423101115353,3.18707837201522E-05,0.000526349593253855,0.000817258397718327,0.000458492924897445,0.0199846014925461
171,21734,0.0172968886285854,0,0.0515300417060205,0.0229423101115353,3.18707837201522E-05,0.000526349593253855,0.000817258397718327,0.000458492924897445,0.0199846014925461
172,21735,0.0172968886285854,0,0.0515300417060205,0.0229423101115353,3.18707837201522E-05,0.000526349593253855,0.000817258397718327,0.000458492924897445,0.0199846014925461
173,21736,0.0172968886285854,0,0.0515300417060205,0.0229423101115353,3.18707837201522E-05,0.000526349593253855,0.000817258397718327,0.000458492924897445,0.0199846014925461
174,21737,0.0172968886285854,0,0.0515300417060205,0.0229423101115353,3.18707837201522E-05,0.000526349593253855,0.000817258397718327,0.000458492924897445,0.0199846014925461
175,21738,0.0172968886285854,0,0.0515300417060205,0.0229423101115353,3.18707837201522E-05,0.000526349593253855,0.000817258397718327,0.000458492924897445,0.0199846014925461
176,21739,0.0172968886285854,0,0.0682024209893784,0.0284997698726546,0.000125504548168717,0.000812236882794271,0.00157630050569629,0.000838013978886426,0.0294042366879073
177,21740,0.0172968886285854,0,0.0515300417060205,0.0229423101115353,3.18707837201522E-05,0.000526349593253855,0.000817258397718327,0.000458492924897445,0.0199846014925461
178,21741,0.0172968886285854,0,0.0515300417060205,0.0229423101115353,3.18707837201522E-05,0.000526349593253855,0.000817258397718327,0.000458492924897445,0.0199846014925461
179,21742,0.0172968886285854,0,0.0515300417060205,0.0229423101115353,3.18707837201522E-05,0.000526349593253855,0.000817258397718327,0.000458492924897445,0.0199846014925461
180,21743,0.0172968886285854,0,0.0515300417060205,0.0229423101115353,3.18707837201522E-05,0.000526349593253855,0.000817258397718327,0.000458492924897445,0.0199846014925461
181,21744,0.0172968886285854,0,0.0515300417060205,0.0229423101115353,3.18707837201522E-05,0.000526349593253855,0.000817258397718327,0.000458492924897445,0.0199846014925461
182,21745,0.0172968886285854,0,0.0515300417060205,0.0229423101115353,3.18707837201522E-05,0.000526349593253855,0.000817258397718327,0.000458492924897445,0.0199846014925461
183,21746,0.0172968886285854,0,0.0515300417060205,0.0229423101115353,3.18707837201522E-05,0.000526349593253855,0.000817258397718327,0.000458492924897445,0.0199846014925461
