,A,jan,feb,s_bar,sq1,sq2,num,final
46,21609,0.0150757992412548,0.0,0.0075378996206274,5.6819930690654704e-05,5.6819930690654704e-05,5.6819930690654704e-05,0.0075378996206274
47,21610,0.0150757992412548,0.0,0.0075378996206274,5.6819930690654704e-05,5.6819930690654704e-05,5.6819930690654704e-05,0.0075378996206274
48,21611,0.0150757992412548,0.0,0.0075378996206274,5.6819930690654704e-05,5.6819930690654704e-05,5.6819930690654704e-05,0.0075378996206274
49,21612,0.0150757992412548,0.0,0.0075378996206274,5.6819930690654704e-05,5.6819930690654704e-05,5.6819930690654704e-05,0.0075378996206274
50,21613,0.0083852077072616,0.0,0.0041926038536308,1.7577927073479838e-05,1.7577927073479838e-05,1.7577927073479838e-05,0.0041926038536308
51,21614,0.0083852077072616,0.0,0.0041926038536308,1.7577927073479838e-05,1.7577927073479838e-05,1.7577927073479838e-05,0.0041926038536308
52,21615,0.0083852077072616,0.0,0.0041926038536308,1.7577927073479838e-05,1.7577927073479838e-05,1.7577927073479838e-05,0.0041926038536308
53,21616,0.0083852077072616,0.0,0.0041926038536308,1.7577927073479838e-05,1.7577927073479838e-05,1.7577927073479838e-05,0.0041926038536308
54,21617,0.0083852077072616,0.0,0.0041926038536308,1.7577927073479838e-05,1.7577927073479838e-05,1.7577927073479838e-05,0.0041926038536308
55,21618,0.0083852077072616,0.0,0.0041926038536308,1.7577927073479838e-05,1.7577927073479838e-05,1.7577927073479838e-05,0.0041926038536308
56,21619,0.0083852077072616,0.0,0.0041926038536308,1.7577927073479838e-05,1.7577927073479838e-05,1.7577927073479838e-05,0.0041926038536308
57,21620,0.0083852077072616,0.0,0.0041926038536308,1.7577927073479838e-05,1.7577927073479838e-05,1.7577927073479838e-05,0.0041926038536308
58,21621,0.0083852077072616,0.0,0.0041926038536308,1.7577927073479838e-05,1.7577927073479838e-05,1.7577927073479838e-05,0.0041926038536308
59,21622,0.016766978992176,0.0,0.008383489496088,7.028289613101782e-05,7.028289613101782e-05,7.028289613101782e-05,0.008383489496088
60,21623,0.0083852077072616,0.0,0.0041926038536308,1.7577927073479838e-05,1.7577927073479838e-05,1.7577927073479838e-05,0.0041926038536308
61,21624,0.0083852077072616,0.0,0.0041926038536308,1.7577927073479838e-05,1.7577927073479838e-05,1.7577927073479838e-05,0.0041926038536308
62,21625,0.0083852077072616,0.0172968886285854,0.012841048167923499,1.985451421087164e-05,1.9854514210871654e-05,1.9854514210871647e-05,0.0015461755108486818
63,21626,0.0083852077072616,0.0,0.0041926038536308,1.7577927073479838e-05,1.7577927073479838e-05,1.7577927073479838e-05,0.0041926038536308
64,21627,0.0083852077072616,0.0,0.0041926038536308,1.7577927073479838e-05,1.7577927073479838e-05,1.7577927073479838e-05,0.0041926038536308
65,21628,0.0083852077072616,0.0,0.0041926038536308,1.7577927073479838e-05,1.7577927073479838e-05,1.7577927073479838e-05,0.0041926038536308
66,21629,0.0,0.0595927620472033,0.02979638102360165,0.0008878243221036484,0.0008878243221036484,0.0008878243221036484,0.02979638102360165
67,21630,0.0,0.0,0.0,0.0,0.0,0.0,
68,21631,0.0,0.0,0.0,0.0,0.0,0.0,
69,21632,0.0,0.0,0.0,0.0,0.0,0.0,
70,21633,0.0,0.0,0.0,0.0,0.0,0.0,
71,21634,0.0,0.0,0.0,0.0,0.0,0.0,
72,21635,0.0,0.0,0.0,0.0,0.0,0.0,
73,21636,0.0,0.0,0.0,0.0,0.0,0.0,
74,21637,0.0,0.0,0.0,0.0,0.0,0.0,
75,21638,0.0,0.0,0.0,0.0,0.0,0.0,
76,21639,0.0,0.0,0.0,0.0,0.0,0.0,
77,21640,0.0,0.0,0.0,0.0,0.0,0.0,
78,21641,0.0,0.0,0.0,0.0,0.0,0.0,
79,21642,0.0,0.0,0.0,0.0,0.0,0.0,
80,21643,0.0,0.0,0.0,0.0,0.0,0.0,
81,21644,0.0,0.0,0.0,0.0,0.0,0.0,
82,21645,0.0,0.0,0.0,0.0,0.0,0.0,
83,21646,0.0,0.0,0.0,0.0,0.0,0.0,
84,21647,0.0,0.0,0.0,0.0,0.0,0.0,
85,21648,0.0,0.0,0.0,0.0,0.0,0.0,
86,21649,0.0,0.0,0.0,0.0,0.0,0.0,
87,21650,0.0,0.0,0.0,0.0,0.0,0.0,
88,21651,0.0,0.0,0.0,0.0,0.0,0.0,
89,21652,0.0,0.0,0.0,0.0,0.0,0.0,
90,21653,0.0,0.0,0.0,0.0,0.0,0.0,
91,21654,0.0,0.0,0.0,0.0,0.0,0.0,
92,21655,0.0,0.0,0.0,0.0,0.0,0.0,
93,21656,0.0,0.0,0.0,0.0,0.0,0.0,
94,21657,0.0,0.0,0.0,0.0,0.0,0.0,
95,21658,0.0,0.0,0.0,0.0,0.0,0.0,
96,21659,0.0,0.0,0.0,0.0,0.0,0.0,
97,21660,0.0,0.0,0.0,0.0,0.0,0.0,
98,21661,0.0,0.0,0.0,0.0,0.0,0.0,
99,21662,0.0,0.0,0.0,0.0,0.0,0.0,
100,21663,0.0,0.0,0.0,0.0,0.0,0.0,
101,21664,0.0,0.0,0.0,0.0,0.0,0.0,
102,21665,0.0,0.0,0.0,0.0,0.0,0.0,
103,21666,0.0,0.0,0.0,0.0,0.0,0.0,
104,21667,0.0,0.0,0.0,0.0,0.0,0.0,
105,21668,0.0,0.0,0.0,0.0,0.0,0.0,
106,21669,0.0,0.0,0.0,0.0,0.0,0.0,
107,21670,0.0,0.0,0.0,0.0,0.0,0.0,
108,21671,0.0,0.0,0.0,0.0,0.0,0.0,
109,21672,0.0,0.0,0.0,0.0,0.0,0.0,
110,21673,0.0083852077072616,0.0,0.0041926038536308,1.7577927073479838e-05,1.7577927073479838e-05,1.7577927073479838e-05,0.0041926038536308
111,21674,0.0,0.0,0.0,0.0,0.0,0.0,
112,21675,0.0,0.0,0.0,0.0,0.0,0.0,
113,21676,0.0,0.0,0.0,0.0,0.0,0.0,
114,21677,0.0,0.0,0.0,0.0,0.0,0.0,
115,21678,0.0,0.0,0.0,0.0,0.0,0.0,
116,21679,0.0,0.0,0.0,0.0,0.0,0.0,
117,21680,0.0,0.0,0.0,0.0,0.0,0.0,
118,21681,0.0,0.0,0.0,0.0,0.0,0.0,
119,21682,0.0,0.0,0.0,0.0,0.0,0.0,
120,21683,0.0,0.0,0.0,0.0,0.0,0.0,
121,21684,0.0,0.0,0.0,0.0,0.0,0.0,
122,21685,0.0,0.0,0.0,0.0,0.0,0.0,
123,21686,0.0,0.0,0.0,0.0,0.0,0.0,
124,21687,0.0,0.0,0.0,0.0,0.0,0.0,
125,21688,0.0,0.0,0.0,0.0,0.0,0.0,
126,21689,0.0,0.0,0.0,0.0,0.0,0.0,
127,21690,0.0,0.0,0.0,0.0,0.0,0.0,
128,21691,0.0,0.0,0.0,0.0,0.0,0.0,
129,21692,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
130,21693,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
131,21694,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
132,21695,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
133,21696,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
134,21697,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
135,21698,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
136,21699,0.0150757992412548,0.0172968886285854,0.0161863439349201,1.233309516628152e-06,1.2333095166281557e-06,1.2333095166281538e-06,7.619444647827087e-05
137,21700,0.0083852077072616,0.0172968886285854,0.012841048167923499,1.985451421087164e-05,1.9854514210871654e-05,1.9854514210871647e-05,0.0015461755108486818
138,21701,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
139,21702,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
140,21703,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
141,21704,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
142,21705,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
143,21706,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
144,21707,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
145,21708,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
146,21709,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
147,21710,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
148,21711,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
149,21712,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
150,21713,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
151,21714,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
152,21715,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
153,21716,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
154,21717,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
155,21718,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
156,21719,0.187771050520606,0.0172968886285854,0.10253396957459569,0.007265359968196713,0.00726535996819671,0.007265359968196711,0.07085807755556565
157,21720,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
158,21721,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
159,21722,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
160,21723,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
161,21724,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
162,21725,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
163,21726,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
164,21727,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
165,21728,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
166,21729,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
167,21730,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
168,21731,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
169,21732,0.0,0.0345746029658261,0.01728730148291305,0.00029885079256112776,0.00029885079256112776,0.00029885079256112776,0.01728730148291305
170,21733,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
171,21734,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
172,21735,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
173,21736,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
174,21737,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
175,21738,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
176,21739,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
177,21740,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
178,21741,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
179,21742,0.0445476404501689,0.0172968886285854,0.030922264539377152,0.0001856508687103841,0.00018565086871038419,0.00018565086871038416,0.006003792784127175
180,21743,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
181,21744,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
182,21745,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
183,21746,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
184,21747,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
185,21748,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
186,21749,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
187,21750,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
188,21751,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
189,21752,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
190,21753,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
191,21754,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
192,21755,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
193,21756,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
194,21757,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
195,21758,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
196,21759,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
197,21760,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
198,21761,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
199,21762,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
200,21763,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
201,21764,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
202,21765,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
203,21766,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
204,21767,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
205,21768,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
206,21769,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
207,21770,0.0083852077072616,0.0172968886285854,0.012841048167923499,1.985451421087164e-05,1.9854514210871654e-05,1.9854514210871647e-05,0.0015461755108486818
208,21771,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
209,21772,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
210,21773,0.0,0.160512727236903,0.0802563636184515,0.006441083901257105,0.006441083901257105,0.006441083901257105,0.0802563636184515
211,21774,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
212,21775,0.0,0.0172968886285854,0.0086484443142927,7.479558905742171e-05,7.479558905742171e-05,7.479558905742171e-05,0.0086484443142927
213,21776,0.0,0.327620100770151,0.1638100503850755,0.026833732607160977,0.026833732607160977,0.026833732607160977,0.1638100503850755
214,21777,0.0,0.312163203721576,0.156081601860788,0.024361466439429543,0.024361466439429543,0.024361466439429543,0.156081601860788
215,21778,0.0,0.315569719803764,0.157784859901882,0.024896062014256534,0.024896062014256534,0.024896062014256534,0.157784859901882
216,21779,0.0,0.315569719803764,0.157784859901882,0.024896062014256534,0.024896062014256534,0.024896062014256534,0.157784859901882
217,21780,0.0,0.331491557925046,0.165745778962523,0.027471663243893527,0.027471663243893527,0.027471663243893527,0.165745778962523
218,21781,0.0,0.388958227516398,0.194479113758199,0.037822125688174515,0.037822125688174515,0.037822125688174515,0.19447911375819904
219,21782,0.0,0.0,0.0,0.0,0.0,0.0,
220,21783,0.0,0.0,0.0,0.0,0.0,0.0,
221,21784,0.0083852077072616,0.0,0.0041926038536308,1.7577927073479838e-05,1.7577927073479838e-05,1.7577927073479838e-05,0.0041926038536308
222,21785,0.0,0.0,0.0,0.0,0.0,0.0,
223,21786,0.0083852077072616,0.0,0.0041926038536308,1.7577927073479838e-05,1.7577927073479838e-05,1.7577927073479838e-05,0.0041926038536308
224,21787,0.0,0.0,0.0,0.0,0.0,0.0,
225,21788,0.0,0.0,0.0,0.0,0.0,0.0,
226,21789,0.0,0.0,0.0,0.0,0.0,0.0,
227,21790,0.0,0.0,0.0,0.0,0.0,0.0,
228,21791,0.0,0.0,0.0,0.0,0.0,0.0,
229,21792,0.0,0.0,0.0,0.0,0.0,0.0,
230,21793,0.0,0.0,0.0,0.0,0.0,0.0,
231,21794,0.0,0.0,0.0,0.0,0.0,0.0,
232,21795,0.0,0.0,0.0,0.0,0.0,0.0,
233,21796,0.0,0.0,0.0,0.0,0.0,0.0,
234,21797,0.0,0.0,0.0,0.0,0.0,0.0,
235,21798,0.0,0.0,0.0,0.0,0.0,0.0,
236,21799,0.0,0.0,0.0,0.0,0.0,0.0,
237,21800,0.0,0.0,0.0,0.0,0.0,0.0,
238,21801,0.0,0.0,0.0,0.0,0.0,0.0,
239,21802,0.0,0.0,0.0,0.0,0.0,0.0,
240,21803,0.0,0.0,0.0,0.0,0.0,0.0,
241,21804,0.0,0.0,0.0,0.0,0.0,0.0,
242,21805,0.0,0.0,0.0,0.0,0.0,0.0,
243,21806,0.0,0.0,0.0,0.0,0.0,0.0,
244,21807,0.0,0.0,0.0,0.0,0.0,0.0,
245,21808,0.0,0.0,0.0,0.0,0.0,0.0,
246,21809,0.0,0.0,0.0,0.0,0.0,0.0,
247,21810,0.0,0.0,0.0,0.0,0.0,0.0,
248,21811,0.0,0.0,0.0,0.0,0.0,0.0,
249,21812,0.0,0.0,0.0,0.0,0.0,0.0,
250,21813,0.0,0.0,0.0,0.0,0.0,0.0,
