,A,sep,oct,s_bar,sq1,sq2,num,final
63,21626,0.0,0.0,0.0,0.0,0.0,0.0,
64,21627,0.0,0.0,0.0,0.0,0.0,0.0,
65,21628,0.0,0.0,0.0,0.0,0.0,0.0,
66,21629,0.0,0.0,0.0,0.0,0.0,0.0,
67,21630,0.0,0.0,0.0,0.0,0.0,0.0,
68,21631,0.0,0.0,0.0,0.0,0.0,0.0,
69,21632,0.0,0.0,0.0,0.0,0.0,0.0,
70,21633,0.0,0.0,0.0,0.0,0.0,0.0,
71,21634,0.0,0.0,0.0,0.0,0.0,0.0,
72,21635,0.0,0.0,0.0,0.0,0.0,0.0,
73,21636,0.0,0.0,0.0,0.0,0.0,0.0,
74,21637,0.0,0.0,0.0,0.0,0.0,0.0,
75,21638,0.0,0.0,0.0,0.0,0.0,0.0,
76,21639,0.0,0.0,0.0,0.0,0.0,0.0,
77,21640,0.0,0.0,0.0,0.0,0.0,0.0,
78,21641,0.0,0.0,0.0,0.0,0.0,0.0,
79,21642,0.0,0.0,0.0,0.0,0.0,0.0,
80,21643,0.0,0.0,0.0,0.0,0.0,0.0,
81,21644,0.0,0.0,0.0,0.0,0.0,0.0,
82,21645,0.0,0.0,0.0,0.0,0.0,0.0,
83,21646,0.0,0.0,0.0,0.0,0.0,0.0,
84,21647,0.0,0.0,0.0,0.0,0.0,0.0,
85,21648,0.0,0.0,0.0,0.0,0.0,0.0,
86,21649,0.0,0.0,0.0,0.0,0.0,0.0,
87,21650,0.0,0.0,0.0,0.0,0.0,0.0,
88,21651,0.0,0.0,0.0,0.0,0.0,0.0,
89,21652,0.0,0.0,0.0,0.0,0.0,0.0,
90,21653,0.0,0.0,0.0,0.0,0.0,0.0,
91,21654,0.0,0.0,0.0,0.0,0.0,0.0,
92,21655,0.0,0.0,0.0,0.0,0.0,0.0,
93,21656,0.0,0.0,0.0,0.0,0.0,0.0,
94,21657,0.0,0.0,0.0,0.0,0.0,0.0,
95,21658,0.0,0.0,0.0,0.0,0.0,0.0,
96,21659,0.0,0.0,0.0,0.0,0.0,0.0,
97,21660,0.0,0.0,0.0,0.0,0.0,0.0,
98,21661,0.0,0.0,0.0,0.0,0.0,0.0,
99,21662,0.0,0.0,0.0,0.0,0.0,0.0,
100,21663,0.0,0.0,0.0,0.0,0.0,0.0,
101,21664,0.0,0.0,0.0,0.0,0.0,0.0,
102,21665,0.0,0.0,0.0,0.0,0.0,0.0,
103,21666,0.0,0.0,0.0,0.0,0.0,0.0,
104,21667,0.0,0.0,0.0,0.0,0.0,0.0,
105,21668,0.0,0.0,0.0,0.0,0.0,0.0,
106,21669,0.0,0.0,0.0,0.0,0.0,0.0,
107,21670,0.0,0.0,0.0,0.0,0.0,0.0,
108,21671,0.0,0.0,0.0,0.0,0.0,0.0,
109,21672,0.0,0.0,0.0,0.0,0.0,0.0,
110,21673,0.0,0.0,0.0,0.0,0.0,0.0,
111,21674,0.0,0.0,0.0,0.0,0.0,0.0,
112,21675,0.0,0.0,0.0,0.0,0.0,0.0,
113,21676,0.0,0.0,0.0,0.0,0.0,0.0,
114,21677,0.0,0.0,0.0,0.0,0.0,0.0,
115,21678,0.0,0.0,0.0,0.0,0.0,0.0,
116,21679,0.0,0.0,0.0,0.0,0.0,0.0,
117,21680,0.0,0.0,0.0,0.0,0.0,0.0,
118,21681,0.0,0.0,0.0,0.0,0.0,0.0,
119,21682,0.0,0.0,0.0,0.0,0.0,0.0,
120,21683,0.0,0.0,0.0,0.0,0.0,0.0,
121,21684,0.0,0.0,0.0,0.0,0.0,0.0,
122,21685,0.0,0.0,0.0,0.0,0.0,0.0,
123,21686,0.0,0.0,0.0,0.0,0.0,0.0,
124,21687,0.0,0.0,0.0,0.0,0.0,0.0,
125,21688,0.0,0.0,0.0,0.0,0.0,0.0,
126,21689,0.0,0.0,0.0,0.0,0.0,0.0,
127,21690,0.0,0.0,0.0,0.0,0.0,0.0,
128,21691,0.0,0.0,0.0,0.0,0.0,0.0,
129,21692,0.0,0.0,0.0,0.0,0.0,0.0,
130,21693,0.0,0.0,0.0,0.0,0.0,0.0,
131,21694,0.0,0.0,0.0,0.0,0.0,0.0,
132,21695,0.0,0.0,0.0,0.0,0.0,0.0,
133,21696,0.0,0.0,0.0,0.0,0.0,0.0,
134,21697,0.0,0.0,0.0,0.0,0.0,0.0,
135,21698,0.0,0.0,0.0,0.0,0.0,0.0,
136,21699,0.0,0.0,0.0,0.0,0.0,0.0,
137,21700,0.0,0.0,0.0,0.0,0.0,0.0,
138,21701,0.0,0.0,0.0,0.0,0.0,0.0,
139,21702,0.0,0.0,0.0,0.0,0.0,0.0,
140,21703,0.0,0.0,0.0,0.0,0.0,0.0,
141,21704,0.0,0.0,0.0,0.0,0.0,0.0,
142,21705,0.0,0.0,0.0,0.0,0.0,0.0,
143,21706,0.0,0.0,0.0,0.0,0.0,0.0,
144,21707,0.0,0.0,0.0,0.0,0.0,0.0,
145,21708,0.0,0.0,0.0,0.0,0.0,0.0,
146,21709,0.0,0.0,0.0,0.0,0.0,0.0,
147,21710,0.0,0.0,0.0,0.0,0.0,0.0,
148,21711,0.0,0.0,0.0,0.0,0.0,0.0,
149,21712,0.0,0.0,0.0,0.0,0.0,0.0,
150,21713,0.0,0.0,0.0,0.0,0.0,0.0,
151,21714,0.0,0.0,0.0,0.0,0.0,0.0,
152,21715,0.0,0.0,0.0,0.0,0.0,0.0,
153,21716,0.0,0.0,0.0,0.0,0.0,0.0,
154,21717,0.0,0.0,0.0,0.0,0.0,0.0,
155,21718,0.0,0.0,0.0,0.0,0.0,0.0,
156,21719,0.0,0.0,0.0,0.0,0.0,0.0,
157,21720,0.0,0.0,0.0,0.0,0.0,0.0,
158,21721,0.0,0.0,0.0,0.0,0.0,0.0,
159,21722,0.0,0.0,0.0,0.0,0.0,0.0,
160,21723,0.0,0.0,0.0,0.0,0.0,0.0,
161,21724,0.0,0.0,0.0,0.0,0.0,0.0,
162,21725,0.0,0.0,0.0,0.0,0.0,0.0,
163,21726,0.0,0.0,0.0,0.0,0.0,0.0,
164,21727,0.0,0.0,0.0,0.0,0.0,0.0,
165,21728,0.0,0.0,0.0,0.0,0.0,0.0,
166,21729,0.0,0.0,0.0,0.0,0.0,0.0,
167,21730,0.0,0.0,0.0,0.0,0.0,0.0,
168,21731,0.0,0.0,0.0,0.0,0.0,0.0,
169,21732,0.0,0.0,0.0,0.0,0.0,0.0,
170,21733,0.0,0.0,0.0,0.0,0.0,0.0,
171,21734,0.0,0.0,0.0,0.0,0.0,0.0,
172,21735,0.0,0.0,0.0,0.0,0.0,0.0,
173,21736,0.0,0.0,0.0,0.0,0.0,0.0,
174,21737,0.0,0.0,0.0,0.0,0.0,0.0,
175,21738,0.0,0.0,0.0,0.0,0.0,0.0,
176,21739,0.0,0.0,0.0,0.0,0.0,0.0,
177,21740,0.0,0.0,0.0,0.0,0.0,0.0,
178,21741,0.0,0.0,0.0,0.0,0.0,0.0,
179,21742,0.0,0.0,0.0,0.0,0.0,0.0,
180,21743,0.0,0.0,0.0,0.0,0.0,0.0,
181,21744,0.0,0.0,0.0,0.0,0.0,0.0,
182,21745,0.0,0.0,0.0,0.0,0.0,0.0,
183,21746,0.244219050288215,0.0,0.1221095251441075,0.014910736130919422,0.014910736130919422,0.014910736130919422,0.1221095251441075
184,21747,0.0,0.0,0.0,0.0,0.0,0.0,
185,21748,0.0,0.0,0.0,0.0,0.0,0.0,
186,21749,0.451544993495972,0.0,0.225772496747986,0.050973220287819344,0.050973220287819344,0.050973220287819344,0.225772496747986
187,21750,0.301029995663981,0.0,0.1505149978319905,0.0226547645723641,0.0226547645723641,0.0226547645723641,0.1505149978319905
188,21751,0.301029995663981,0.0,0.1505149978319905,0.0226547645723641,0.0226547645723641,0.0226547645723641,0.1505149978319905
189,21752,0.301029995663981,0.0,0.1505149978319905,0.0226547645723641,0.0226547645723641,0.0226547645723641,0.1505149978319905
190,21753,0.301029995663981,0.0,0.1505149978319905,0.0226547645723641,0.0226547645723641,0.0226547645723641,0.1505149978319905
191,21754,0.301029995663981,0.0,0.1505149978319905,0.0226547645723641,0.0226547645723641,0.0226547645723641,0.1505149978319905
192,21755,0.0,0.0,0.0,0.0,0.0,0.0,
193,21756,0.0,0.0,0.0,0.0,0.0,0.0,
194,21757,0.0,0.0,0.0,0.0,0.0,0.0,
195,21758,0.0,0.0,0.0,0.0,0.0,0.0,
196,21759,0.0,0.0,0.0,0.0,0.0,0.0,
197,21760,0.0,0.0,0.0,0.0,0.0,0.0,
198,21761,0.0,0.0,0.0,0.0,0.0,0.0,
199,21762,0.0,0.0,0.0,0.0,0.0,0.0,
200,21763,0.0,0.0,0.0,0.0,0.0,0.0,
201,21764,0.0,0.0,0.0,0.0,0.0,0.0,
202,21765,0.0,0.0,0.0,0.0,0.0,0.0,
203,21766,0.0,0.0,0.0,0.0,0.0,0.0,
204,21767,0.0,0.0,0.0,0.0,0.0,0.0,
205,21768,0.0,0.151495854335375,0.0757479271676875,0.005737748470201289,0.005737748470201289,0.005737748470201289,0.0757479271676875
206,21769,0.0,0.0,0.0,0.0,0.0,0.0,
207,21770,0.0,0.0,0.0,0.0,0.0,0.0,
208,21771,0.0,0.368579454591567,0.1842897272957835,0.033962703586754246,0.033962703586754246,0.033962703586754246,0.1842897272957835
209,21772,0.0,0.368579454591567,0.1842897272957835,0.033962703586754246,0.033962703586754246,0.033962703586754246,0.1842897272957835
210,21773,0.0,0.276434590943675,0.1382172954718375,0.019104020767549232,0.019104020767549232,0.019104020767549232,0.1382172954718375
211,21774,0.0,0.276434590943675,0.1382172954718375,0.019104020767549232,0.019104020767549232,0.019104020767549232,0.1382172954718375
212,21775,0.0,0.276434590943675,0.1382172954718375,0.019104020767549232,0.019104020767549232,0.019104020767549232,0.1382172954718375
213,21776,0.0,0.276434590943675,0.1382172954718375,0.019104020767549232,0.019104020767549232,0.019104020767549232,0.1382172954718375
214,21777,0.0,0.0,0.0,0.0,0.0,0.0,
215,21778,0.0,0.0,0.0,0.0,0.0,0.0,
216,21779,0.0,0.0,0.0,0.0,0.0,0.0,
217,21780,0.0,0.0,0.0,0.0,0.0,0.0,
218,21781,0.0,0.0,0.0,0.0,0.0,0.0,
219,21782,0.0,0.0,0.0,0.0,0.0,0.0,
220,21783,0.0,0.0,0.0,0.0,0.0,0.0,
221,21784,0.0,0.0,0.0,0.0,0.0,0.0,
222,21785,0.0,0.0,0.0,0.0,0.0,0.0,
223,21786,0.0,0.0,0.0,0.0,0.0,0.0,
224,21787,0.0,0.0,0.0,0.0,0.0,0.0,
225,21788,0.0,0.0,0.0,0.0,0.0,0.0,
226,21789,0.0,0.0,0.0,0.0,0.0,0.0,
227,21790,0.0,0.0,0.0,0.0,0.0,0.0,
228,21791,0.0,0.0,0.0,0.0,0.0,0.0,
229,21792,0.0,0.0,0.0,0.0,0.0,0.0,
230,21793,0.0,0.0,0.0,0.0,0.0,0.0,
231,21794,0.0,0.0,0.0,0.0,0.0,0.0,
232,21795,0.0,0.0,0.0,0.0,0.0,0.0,
233,21796,0.0,0.0,0.0,0.0,0.0,0.0,
234,21797,0.0,0.0,0.0,0.0,0.0,0.0,
235,21798,0.0,0.0,0.0,0.0,0.0,0.0,
236,21799,0.0,0.0,0.0,0.0,0.0,0.0,
237,21800,0.0,0.0,0.0,0.0,0.0,0.0,
238,21801,0.0,0.0,0.0,0.0,0.0,0.0,
239,21802,0.0,0.0,0.0,0.0,0.0,0.0,
240,21803,0.0,0.0,0.0,0.0,0.0,0.0,
241,21804,0.0,0.0,0.0,0.0,0.0,0.0,
242,21805,0.0,0.0,0.0,0.0,0.0,0.0,
243,21806,0.0,0.0,0.0,0.0,0.0,0.0,
244,21807,0.0,0.0,0.0,0.0,0.0,0.0,
245,21808,0.0,0.0,0.0,0.0,0.0,0.0,
246,21809,0.0,0.0,0.0,0.0,0.0,0.0,
247,21810,0.0,0.0,0.0,0.0,0.0,0.0,
248,21811,0.0,0.0,0.0,0.0,0.0,0.0,
249,21812,0.0,0.0,0.0,0.0,0.0,0.0,
250,21813,0.0,0.0,0.0,0.0,0.0,0.0,
251,21814,0.0,0.0,0.0,0.0,0.0,0.0,
252,21815,0.0,0.0,0.0,0.0,0.0,0.0,
253,21816,0.0,0.0,0.0,0.0,0.0,0.0,
254,21817,0.0,0.0,0.0,0.0,0.0,0.0,
255,21818,0.0,0.0,0.0,0.0,0.0,0.0,
256,21819,0.0,0.0,0.0,0.0,0.0,0.0,
257,21820,0.0,0.0,0.0,0.0,0.0,0.0,
258,21821,0.0,0.0,0.0,0.0,0.0,0.0,
259,21822,0.0,0.0,0.0,0.0,0.0,0.0,
260,21823,0.0,0.0,0.0,0.0,0.0,0.0,
261,21824,0.0,0.0,0.0,0.0,0.0,0.0,
262,21825,0.0,0.0,0.0,0.0,0.0,0.0,
263,21826,0.0,0.0,0.0,0.0,0.0,0.0,
264,21827,0.0,0.0,0.0,0.0,0.0,0.0,
265,21828,0.0,0.0,0.0,0.0,0.0,0.0,
266,21829,0.0,0.0,0.0,0.0,0.0,0.0,
267,21830,0.244219050288215,0.0,0.1221095251441075,0.014910736130919422,0.014910736130919422,0.014910736130919422,0.1221095251441075
268,21831,0.0,0.0,0.0,0.0,0.0,0.0,
269,21832,0.0,0.0,0.0,0.0,0.0,0.0,
270,21833,0.0,0.0,0.0,0.0,0.0,0.0,
271,21834,0.0,0.0,0.0,0.0,0.0,0.0,
272,21835,0.0,0.0,0.0,0.0,0.0,0.0,
273,21836,0.0,0.0,0.0,0.0,0.0,0.0,
274,21837,0.0,0.0,0.0,0.0,0.0,0.0,
275,21838,0.0,0.0,0.0,0.0,0.0,0.0,
276,21839,0.0,0.0,0.0,0.0,0.0,0.0,
277,21840,0.0,0.0,0.0,0.0,0.0,0.0,
278,21841,0.0,0.0,0.0,0.0,0.0,0.0,
279,21842,0.0,0.0,0.0,0.0,0.0,0.0,
280,21843,0.0,0.0,0.0,0.0,0.0,0.0,
281,21844,0.0,0.0,0.0,0.0,0.0,0.0,
282,21845,0.0,0.0,0.0,0.0,0.0,0.0,
283,21846,0.0,0.0,0.0,0.0,0.0,0.0,
284,21847,0.0,0.0,0.0,0.0,0.0,0.0,
285,21848,0.0,0.0,0.0,0.0,0.0,0.0,
286,21849,0.0,0.0,0.0,0.0,0.0,0.0,
287,21850,0.244219050288215,0.0,0.1221095251441075,0.014910736130919422,0.014910736130919422,0.014910736130919422,0.1221095251441075
288,21851,0.0,0.0,0.0,0.0,0.0,0.0,
289,21852,0.0,0.151495854335375,0.0757479271676875,0.005737748470201289,0.005737748470201289,0.005737748470201289,0.0757479271676875
290,21853,0.0,0.0,0.0,0.0,0.0,0.0,
291,21854,0.0,0.0,0.0,0.0,0.0,0.0,
292,21855,0.0,0.0,0.0,0.0,0.0,0.0,
293,21856,0.0,0.0,0.0,0.0,0.0,0.0,
294,21857,0.0,0.0,0.0,0.0,0.0,0.0,
295,21858,0.0,0.0,0.0,0.0,0.0,0.0,
296,21859,0.0,0.0,0.0,0.0,0.0,0.0,
297,21860,0.0,0.0,0.0,0.0,0.0,0.0,
298,21861,0.0,0.0,0.0,0.0,0.0,0.0,
299,21862,0.0,0.0,0.0,0.0,0.0,0.0,
300,21863,0.0,0.0,0.0,0.0,0.0,0.0,
301,21864,0.0,0.0,0.0,0.0,0.0,0.0,
302,21865,0.0,0.0,0.0,0.0,0.0,0.0,
303,21866,0.0,0.0,0.0,0.0,0.0,0.0,
304,21867,0.0,0.0,0.0,0.0,0.0,0.0,
305,21868,0.0,0.0,0.0,0.0,0.0,0.0,
306,21869,0.0,0.0,0.0,0.0,0.0,0.0,
307,21870,0.0,0.0,0.0,0.0,0.0,0.0,
308,21871,0.0,0.0,0.0,0.0,0.0,0.0,
309,21872,0.0,0.230048479280685,0.1150242396403425,0.013230575704838939,0.013230575704838939,0.013230575704838939,0.1150242396403425
310,21873,0.0,0.0,0.0,0.0,0.0,0.0,
311,21874,0.0,0.0,0.0,0.0,0.0,0.0,
312,21875,0.0,0.0,0.0,0.0,0.0,0.0,
313,21876,0.0,0.0,0.0,0.0,0.0,0.0,
314,21877,0.0,0.0,0.0,0.0,0.0,0.0,
315,21878,0.0,0.0,0.0,0.0,0.0,0.0,
316,21879,0.0,0.0,0.0,0.0,0.0,0.0,
317,21880,0.0,0.0,0.0,0.0,0.0,0.0,
318,21881,0.0,0.0,0.0,0.0,0.0,0.0,
319,21882,0.0,0.0,0.0,0.0,0.0,0.0,
320,21883,0.0,0.0,0.0,0.0,0.0,0.0,
321,21884,0.0,0.0,0.0,0.0,0.0,0.0,
322,21885,0.0,0.0,0.0,0.0,0.0,0.0,
323,21886,0.0,0.0,0.0,0.0,0.0,0.0,
324,21887,0.0,0.0,0.0,0.0,0.0,0.0,
325,21888,0.0,0.0,0.0,0.0,0.0,0.0,
326,21889,0.0,0.0,0.0,0.0,0.0,0.0,
327,21890,0.0,0.0,0.0,0.0,0.0,0.0,
328,21891,0.0,0.0,0.0,0.0,0.0,0.0,
329,21892,0.0,0.0,0.0,0.0,0.0,0.0,
330,21893,0.0,0.0,0.0,0.0,0.0,0.0,
331,21894,0.0,0.0,0.0,0.0,0.0,0.0,
332,21895,0.0,0.0,0.0,0.0,0.0,0.0,
333,21896,0.0,0.0,0.0,0.0,0.0,0.0,
334,21897,0.0,0.0,0.0,0.0,0.0,0.0,
335,21898,0.0,0.0,0.0,0.0,0.0,0.0,
336,21899,0.0,0.0,0.0,0.0,0.0,0.0,
337,21900,0.0,0.0,0.0,0.0,0.0,0.0,
338,21901,0.0,0.0,0.0,0.0,0.0,0.0,
339,21902,0.0,0.0,0.0,0.0,0.0,0.0,
340,21903,0.0,0.0,0.0,0.0,0.0,0.0,
341,21904,0.0,0.0,0.0,0.0,0.0,0.0,
342,21905,0.0,0.0,0.0,0.0,0.0,0.0,
343,21906,0.0,0.0,0.0,0.0,0.0,0.0,
344,21907,0.0,0.0,0.0,0.0,0.0,0.0,
345,21908,0.0,0.0,0.0,0.0,0.0,0.0,
346,21909,0.0,0.0,0.0,0.0,0.0,0.0,
347,21910,0.0,0.0,0.0,0.0,0.0,0.0,
348,21911,0.0,0.0,0.0,0.0,0.0,0.0,
349,21912,0.0,0.0,0.0,0.0,0.0,0.0,
350,21913,0.0,0.0,0.0,0.0,0.0,0.0,
351,21914,0.0,0.0,0.0,0.0,0.0,0.0,
352,21915,0.0,0.0,0.0,0.0,0.0,0.0,
353,21916,0.0,0.0,0.0,0.0,0.0,0.0,
354,21917,0.0,0.0,0.0,0.0,0.0,0.0,
355,21918,0.0,0.0,0.0,0.0,0.0,0.0,
356,21919,0.0,0.0,0.0,0.0,0.0,0.0,
357,21920,0.0,0.0,0.0,0.0,0.0,0.0,
358,21921,0.0,0.0,0.0,0.0,0.0,0.0,
359,21922,0.0,0.0,0.0,0.0,0.0,0.0,
360,21923,0.0,0.0,0.0,0.0,0.0,0.0,
361,21924,0.0,0.0,0.0,0.0,0.0,0.0,
362,21925,0.0,0.0,0.0,0.0,0.0,0.0,
363,21926,0.0,0.0,0.0,0.0,0.0,0.0,
364,21927,0.0,0.0,0.0,0.0,0.0,0.0,
365,21928,0.0,0.0,0.0,0.0,0.0,0.0,
366,21929,0.0,0.0,0.0,0.0,0.0,0.0,
367,21930,0.0,0.0,0.0,0.0,0.0,0.0,
368,21931,0.0,0.0,0.0,0.0,0.0,0.0,
369,21932,0.0,0.0,0.0,0.0,0.0,0.0,
370,21933,0.0,0.0,0.0,0.0,0.0,0.0,
371,21934,0.0,0.0,0.0,0.0,0.0,0.0,
372,21935,0.0,0.0,0.0,0.0,0.0,0.0,
373,21936,0.0,0.0,0.0,0.0,0.0,0.0,
374,21937,0.0,0.0,0.0,0.0,0.0,0.0,
375,21938,0.0,0.0,0.0,0.0,0.0,0.0,
376,21939,0.0,0.0,0.0,0.0,0.0,0.0,
377,21940,0.0,0.0,0.0,0.0,0.0,0.0,
378,21941,0.0,0.0,0.0,0.0,0.0,0.0,
379,21942,0.0,0.0,0.0,0.0,0.0,0.0,
380,21943,0.0,0.0,0.0,0.0,0.0,0.0,
381,21944,0.0,0.0,0.0,0.0,0.0,0.0,
382,21945,0.0,0.0,0.0,0.0,0.0,0.0,
383,21946,0.0,0.0,0.0,0.0,0.0,0.0,
384,21947,0.0,0.0,0.0,0.0,0.0,0.0,
385,21948,0.0,0.0,0.0,0.0,0.0,0.0,
386,21949,0.0,0.0,0.0,0.0,0.0,0.0,
387,21950,0.0,0.0,0.0,0.0,0.0,0.0,
388,21951,0.0,0.0,0.0,0.0,0.0,0.0,
389,21952,0.0,0.0,0.0,0.0,0.0,0.0,
390,21953,0.0,0.0,0.0,0.0,0.0,0.0,
391,21954,0.0,0.0,0.0,0.0,0.0,0.0,
392,21955,0.0,0.0,0.0,0.0,0.0,0.0,
393,21956,0.0,0.0,0.0,0.0,0.0,0.0,
394,21957,0.0,0.0,0.0,0.0,0.0,0.0,
395,21958,0.0,0.0,0.0,0.0,0.0,0.0,
396,21959,0.0,0.0,0.0,0.0,0.0,0.0,
397,21960,0.0,0.0,0.0,0.0,0.0,0.0,
398,21961,0.0,0.0,0.0,0.0,0.0,0.0,
399,21962,0.0,0.0,0.0,0.0,0.0,0.0,
400,21963,0.0,0.0,0.0,0.0,0.0,0.0,
401,21964,0.0,0.0,0.0,0.0,0.0,0.0,
402,21965,0.0,0.0,0.0,0.0,0.0,0.0,
403,21966,0.0,0.0,0.0,0.0,0.0,0.0,
404,21967,0.0,0.0,0.0,0.0,0.0,0.0,
405,21968,0.0,0.0,0.0,0.0,0.0,0.0,
406,21969,0.0,0.0,0.0,0.0,0.0,0.0,
407,21970,0.0,0.0,0.0,0.0,0.0,0.0,
408,21971,0.244219050288215,0.0,0.1221095251441075,0.014910736130919422,0.014910736130919422,0.014910736130919422,0.1221095251441075
409,21972,0.0,0.0,0.0,0.0,0.0,0.0,
410,21973,0.0,0.0,0.0,0.0,0.0,0.0,
411,21974,0.0,0.0,0.0,0.0,0.0,0.0,
412,21975,0.0,0.0,0.0,0.0,0.0,0.0,
413,21976,0.0,0.0,0.0,0.0,0.0,0.0,
414,21977,0.0,0.0,0.0,0.0,0.0,0.0,
415,21978,0.244219050288215,0.0,0.1221095251441075,0.014910736130919422,0.014910736130919422,0.014910736130919422,0.1221095251441075
416,21979,0.301029995663981,0.0,0.1505149978319905,0.0226547645723641,0.0226547645723641,0.0226547645723641,0.1505149978319905
417,21980,0.0,0.0,0.0,0.0,0.0,0.0,
418,21981,0.0,0.0,0.0,0.0,0.0,0.0,
419,21982,0.0,0.0,0.0,0.0,0.0,0.0,
420,21983,0.0,0.0,0.0,0.0,0.0,0.0,
421,21984,0.0,0.0,0.0,0.0,0.0,0.0,
422,21985,0.0,0.0,0.0,0.0,0.0,0.0,
423,21986,0.0,0.0,0.0,0.0,0.0,0.0,
424,21987,0.0,0.0,0.0,0.0,0.0,0.0,
425,21988,0.0,0.0,0.0,0.0,0.0,0.0,
426,21989,0.0,0.0,0.0,0.0,0.0,0.0,
427,21990,0.0,0.0,0.0,0.0,0.0,0.0,
428,21991,0.0,0.0,0.0,0.0,0.0,0.0,
429,21992,0.0,0.0,0.0,0.0,0.0,0.0,
430,21993,0.0,0.569266118367554,0.284633059183777,0.0810159783803155,0.0810159783803155,0.0810159783803155,0.284633059183777
431,21994,0.0,0.460724318239458,0.230362159119729,0.05306672435430334,0.05306672435430334,0.05306672435430334,0.230362159119729
432,21995,0.0,0.460724318239458,0.230362159119729,0.05306672435430334,0.05306672435430334,0.05306672435430334,0.230362159119729
433,21996,0.0,0.460724318239458,0.230362159119729,0.05306672435430334,0.05306672435430334,0.05306672435430334,0.230362159119729
